1.5287 	ERROR 	avbin.dll failed to load. Try importing psychopy.visual
  as the first library (before anything that uses scipy)
  and make sure that avbin is installed.
6.9936 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([ 0.95,  0.95,  0.95]), colorSpace='rgb', fullscr=UNKNOWN, gamma=None, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x1BAC1690>, multiSample=False, name='window1', numSamples=2, pos=[0, 0], screen=0, size=array([1600,  900]), stereo=False, units=u'norm', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
6.9937 	EXP 	window1: recordFrameIntervals = False
7.1915 	EXP 	window1: recordFrameIntervals = True
7.4119 	EXP 	window1: recordFrameIntervals = False
7.5882 	EXP 	Created Orientation_Cue = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=0.1, italic=False, name='Orientation_Cue', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text=u'\u25cb', units=u'norm', win=Window(...), wrapWidth=1)
7.6059 	EXP 	Created Ready_Cue = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'black', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=0.1, italic=False, name='Ready_Cue', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text=u'\u23fa', units=u'norm', win=Window(...), wrapWidth=1)
7.6308 	EXP 	Created Zoid_Left = ShapeStim(autoDraw=False, autoLog=True, closeShape=True, contrast=1.0, depth=-3.0, fillColor=array([ 0.05,  0.05,  0.05]), fillColorSpace='rgb', interpolate=True, lineColor=array([ 1.,  1.,  1.]), lineColorSpace='rgb', lineWidth=1, name='Zoid_Left', opacity=1.0, ori=array(0.0), pos=array([-5.,  0.]), size=array([ 1.,  1.]), units='cm', vertices=ndarray(...), win=Window(...), windingRule=None)
7.6341 	EXP 	Created Zoid_Right = ShapeStim(autoDraw=False, autoLog=True, closeShape=True, contrast=1.0, depth=-4.0, fillColor=array([ 0.05,  0.05,  0.05]), fillColorSpace='rgb', interpolate=True, lineColor=array([ 1.,  1.,  1.]), lineColorSpace='rgb', lineWidth=1, name='Zoid_Right', opacity=1.0, ori=array(0.0), pos=array([ 5.,  0.]), size=array([ 1.,  1.]), units='cm', vertices=ndarray(...), win=Window(...), windingRule=None)
7.7396 	EXP 	Created Button_Instructions = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=0.07, italic=False, name='Button_Instructions', opacity=1.0, ori=0, pos=array([ 0. ,  0.5]), rgb=array([ 255.,  255.,  255.]), text=unicode(...), units=u'norm', win=Window(...), wrapWidth=1)
7.7500 	EXP 	Created x_instruction = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'lightseagreen', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=0.1, italic=False, name='x_instruction', opacity=1.0, ori=0, pos=array([-0.5, -0.8]), rgb=array([  32.,  178.,  170.]), text=u'SAME\nx', units=u'norm', win=Window(...), wrapWidth=1)
7.7628 	EXP 	Created m_instruction = TextStim(alignHoriz='right', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'tomato', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=0.1, italic=False, name='m_instruction', opacity=1.0, ori=0, pos=array([ 0.5, -0.8]), rgb=array([ 255.,   99.,   71.]), text=u'DIFFERENT\nm', units=u'norm', win=Window(...), wrapWidth=1)
7.7804 	EXP 	Created Feedback_Screen = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=0.1, italic=False, name='Feedback_Screen', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text=u'Placeholder_text', units=u'norm', win=Window(...), wrapWidth=1)
7.7820 	EXP 	window1: blendMode = 'avg'
7.7825 	EXP 	window1: blendMode = 'avg'
7.7829 	EXP 	window1: blendMode = 'avg'
7.7914 	EXP 	x_instruction: autoDraw = True
7.7914 	EXP 	m_instruction: autoDraw = True
7.7914 	EXP 	Button_Instructions: autoDraw = True
12.7933 	EXP 	Created sequence: random, trialTypes=1, nReps=121, seed=None
12.9265 	EXP 	New trial (rep=0, index=0): None
12.9275 	EXP 	window1: blendMode = 'avg'
12.9277 	EXP 	window1: blendMode = 'avg'
12.9281 	EXP 	window1: blendMode = 'avg'
12.9350 	EXP 	Button_Instructions: autoDraw = False
12.9350 	EXP 	Zoid_Left: vertices = ((0.5, 0), (1.5, 0), (1.5, 1), (-1.5, 1), (-1.5, 0), (-0.5, 0), (-0.5, -1), (0.5, -1))
12.9350 	EXP 	Zoid_Left: ori = 90
12.9350 	EXP 	Zoid_Right: vertices = ((0.5, 0), (1.5, 0), (1.5, 1), (-1.5, 1), (-1.5, 0), (-0.5, 0), (-0.5, -1), (0.5, -1))
12.9350 	EXP 	Zoid_Right: ori = 0
12.9350 	EXP 	Orientation_Cue: autoDraw = True
12.9357 	EXP 	window1: blendMode = 'avg'
12.9360 	EXP 	window1: blendMode = 'avg'
12.9362 	EXP 	window1: blendMode = 'avg'
12.9488 	EXP 	window1: blendMode = 'avg'
12.9490 	EXP 	window1: blendMode = 'avg'
12.9493 	EXP 	window1: blendMode = 'avg'
12.9698 	EXP 	window1: blendMode = 'avg'
12.9702 	EXP 	window1: blendMode = 'avg'
12.9705 	EXP 	window1: blendMode = 'avg'
12.9891 	EXP 	window1: blendMode = 'avg'
12.9895 	EXP 	window1: blendMode = 'avg'
12.9898 	EXP 	window1: blendMode = 'avg'
13.0093 	EXP 	window1: blendMode = 'avg'
13.0096 	EXP 	window1: blendMode = 'avg'
13.0104 	EXP 	window1: blendMode = 'avg'
13.0311 	EXP 	window1: blendMode = 'avg'
13.0318 	EXP 	window1: blendMode = 'avg'
13.0324 	EXP 	window1: blendMode = 'avg'
13.0512 	EXP 	window1: blendMode = 'avg'
13.0519 	EXP 	window1: blendMode = 'avg'
13.0526 	EXP 	window1: blendMode = 'avg'
13.0709 	EXP 	window1: blendMode = 'avg'
13.0715 	EXP 	window1: blendMode = 'avg'
13.0722 	EXP 	window1: blendMode = 'avg'
13.0922 	EXP 	window1: blendMode = 'avg'
13.0928 	EXP 	window1: blendMode = 'avg'
13.0935 	EXP 	window1: blendMode = 'avg'
13.1110 	EXP 	window1: blendMode = 'avg'
13.1118 	EXP 	window1: blendMode = 'avg'
13.1125 	EXP 	window1: blendMode = 'avg'
13.1313 	EXP 	window1: blendMode = 'avg'
13.1320 	EXP 	window1: blendMode = 'avg'
13.1326 	EXP 	window1: blendMode = 'avg'
13.1512 	EXP 	window1: blendMode = 'avg'
13.1518 	EXP 	window1: blendMode = 'avg'
13.1525 	EXP 	window1: blendMode = 'avg'
13.1710 	EXP 	window1: blendMode = 'avg'
13.1716 	EXP 	window1: blendMode = 'avg'
13.1723 	EXP 	window1: blendMode = 'avg'
13.1912 	EXP 	window1: blendMode = 'avg'
13.1919 	EXP 	window1: blendMode = 'avg'
13.1925 	EXP 	window1: blendMode = 'avg'
13.2113 	EXP 	window1: blendMode = 'avg'
13.2120 	EXP 	window1: blendMode = 'avg'
13.2127 	EXP 	window1: blendMode = 'avg'
13.2313 	EXP 	window1: blendMode = 'avg'
13.2321 	EXP 	window1: blendMode = 'avg'
13.2327 	EXP 	window1: blendMode = 'avg'
13.2514 	EXP 	window1: blendMode = 'avg'
13.2521 	EXP 	window1: blendMode = 'avg'
13.2528 	EXP 	window1: blendMode = 'avg'
13.2742 	EXP 	window1: blendMode = 'avg'
13.2749 	EXP 	window1: blendMode = 'avg'
13.2755 	EXP 	window1: blendMode = 'avg'
13.2917 	EXP 	window1: blendMode = 'avg'
13.2925 	EXP 	window1: blendMode = 'avg'
13.2931 	EXP 	window1: blendMode = 'avg'
13.3110 	EXP 	window1: blendMode = 'avg'
13.3116 	EXP 	window1: blendMode = 'avg'
13.3123 	EXP 	window1: blendMode = 'avg'
13.3323 	EXP 	window1: blendMode = 'avg'
13.3330 	EXP 	window1: blendMode = 'avg'
13.3336 	EXP 	window1: blendMode = 'avg'
13.3511 	EXP 	window1: blendMode = 'avg'
13.3518 	EXP 	window1: blendMode = 'avg'
13.3525 	EXP 	window1: blendMode = 'avg'
13.3715 	EXP 	window1: blendMode = 'avg'
13.3725 	EXP 	window1: blendMode = 'avg'
13.3731 	EXP 	window1: blendMode = 'avg'
13.3909 	EXP 	window1: blendMode = 'avg'
13.3916 	EXP 	window1: blendMode = 'avg'
13.3922 	EXP 	window1: blendMode = 'avg'
13.4109 	EXP 	window1: blendMode = 'avg'
13.4115 	EXP 	window1: blendMode = 'avg'
13.4122 	EXP 	window1: blendMode = 'avg'
13.4313 	EXP 	window1: blendMode = 'avg'
13.4320 	EXP 	window1: blendMode = 'avg'
13.4326 	EXP 	window1: blendMode = 'avg'
13.4517 	EXP 	window1: blendMode = 'avg'
13.4524 	EXP 	window1: blendMode = 'avg'
13.4531 	EXP 	window1: blendMode = 'avg'
13.4710 	EXP 	window1: blendMode = 'avg'
13.4717 	EXP 	window1: blendMode = 'avg'
13.4723 	EXP 	window1: blendMode = 'avg'
13.4909 	EXP 	window1: blendMode = 'avg'
13.4916 	EXP 	window1: blendMode = 'avg'
13.4923 	EXP 	window1: blendMode = 'avg'
13.5113 	EXP 	window1: blendMode = 'avg'
13.5120 	EXP 	window1: blendMode = 'avg'
13.5127 	EXP 	window1: blendMode = 'avg'
13.5316 	EXP 	window1: blendMode = 'avg'
13.5323 	EXP 	window1: blendMode = 'avg'
13.5329 	EXP 	window1: blendMode = 'avg'
13.5519 	EXP 	window1: blendMode = 'avg'
13.5525 	EXP 	window1: blendMode = 'avg'
13.5532 	EXP 	window1: blendMode = 'avg'
13.5707 	EXP 	window1: blendMode = 'avg'
13.5714 	EXP 	window1: blendMode = 'avg'
13.5721 	EXP 	window1: blendMode = 'avg'
13.5920 	EXP 	window1: blendMode = 'avg'
13.5927 	EXP 	window1: blendMode = 'avg'
13.5934 	EXP 	window1: blendMode = 'avg'
13.6110 	EXP 	window1: blendMode = 'avg'
13.6117 	EXP 	window1: blendMode = 'avg'
13.6123 	EXP 	window1: blendMode = 'avg'
13.6308 	EXP 	window1: blendMode = 'avg'
13.6315 	EXP 	window1: blendMode = 'avg'
13.6322 	EXP 	window1: blendMode = 'avg'
13.6512 	EXP 	window1: blendMode = 'avg'
13.6520 	EXP 	window1: blendMode = 'avg'
13.6526 	EXP 	window1: blendMode = 'avg'
13.6711 	EXP 	window1: blendMode = 'avg'
13.6718 	EXP 	window1: blendMode = 'avg'
13.6724 	EXP 	window1: blendMode = 'avg'
13.6912 	EXP 	window1: blendMode = 'avg'
13.6919 	EXP 	window1: blendMode = 'avg'
13.6925 	EXP 	window1: blendMode = 'avg'
13.7107 	EXP 	window1: blendMode = 'avg'
13.7114 	EXP 	window1: blendMode = 'avg'
13.7124 	EXP 	window1: blendMode = 'avg'
13.7315 	EXP 	window1: blendMode = 'avg'
13.7322 	EXP 	window1: blendMode = 'avg'
13.7328 	EXP 	window1: blendMode = 'avg'
13.7514 	EXP 	window1: blendMode = 'avg'
13.7521 	EXP 	window1: blendMode = 'avg'
13.7527 	EXP 	window1: blendMode = 'avg'
13.7707 	EXP 	window1: blendMode = 'avg'
13.7714 	EXP 	window1: blendMode = 'avg'
13.7720 	EXP 	window1: blendMode = 'avg'
13.7928 	EXP 	window1: blendMode = 'avg'
13.7938 	EXP 	window1: blendMode = 'avg'
13.7947 	EXP 	window1: blendMode = 'avg'
13.8133 	EXP 	window1: blendMode = 'avg'
13.8144 	EXP 	window1: blendMode = 'avg'
13.8153 	EXP 	window1: blendMode = 'avg'
13.8316 	EXP 	window1: blendMode = 'avg'
13.8321 	EXP 	window1: blendMode = 'avg'
13.8325 	EXP 	window1: blendMode = 'avg'
13.8502 	EXP 	window1: blendMode = 'avg'
13.8509 	EXP 	window1: blendMode = 'avg'
13.8516 	EXP 	window1: blendMode = 'avg'
13.8697 	EXP 	window1: blendMode = 'avg'
13.8701 	EXP 	window1: blendMode = 'avg'
13.8705 	EXP 	window1: blendMode = 'avg'
13.8895 	EXP 	window1: blendMode = 'avg'
13.8901 	EXP 	window1: blendMode = 'avg'
13.8907 	EXP 	window1: blendMode = 'avg'
13.9095 	EXP 	window1: blendMode = 'avg'
13.9099 	EXP 	window1: blendMode = 'avg'
13.9103 	EXP 	window1: blendMode = 'avg'
13.9308 	EXP 	window1: blendMode = 'avg'
13.9315 	EXP 	window1: blendMode = 'avg'
13.9322 	EXP 	window1: blendMode = 'avg'
13.9507 	EXP 	window1: blendMode = 'avg'
13.9517 	EXP 	window1: blendMode = 'avg'
13.9524 	EXP 	window1: blendMode = 'avg'
13.9708 	EXP 	window1: blendMode = 'avg'
13.9715 	EXP 	window1: blendMode = 'avg'
13.9723 	EXP 	window1: blendMode = 'avg'
13.9915 	EXP 	window1: blendMode = 'avg'
13.9922 	EXP 	window1: blendMode = 'avg'
13.9928 	EXP 	window1: blendMode = 'avg'
14.0122 	EXP 	window1: blendMode = 'avg'
14.0132 	EXP 	window1: blendMode = 'avg'
