3.1072 	ERROR 	avbin.dll failed to load. Try importing psychopy.visual
  as the first library (before anything that uses scipy)
  and make sure that avbin is installed.
9.2836 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([ 0.95,  0.95,  0.95]), colorSpace='rgb', fullscr=UNKNOWN, gamma=None, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x1A80D710>, multiSample=False, name='window1', numSamples=2, pos=[0, 0], screen=0, size=array([1600,  900]), stereo=False, units=u'norm', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
9.2837 	EXP 	window1: recordFrameIntervals = False
9.4795 	EXP 	window1: recordFrameIntervals = True
9.6994 	EXP 	window1: recordFrameIntervals = False
11.0988 	EXP 	Created Orientation_Cue = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=0.1, italic=False, name='Orientation_Cue', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text=u'\u25cb', units=u'norm', win=Window(...), wrapWidth=1)
11.1288 	EXP 	Created Ready_Cue = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'black', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=0.1, italic=False, name='Ready_Cue', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text=u'\u23fa', units=u'norm', win=Window(...), wrapWidth=1)
11.1376 	EXP 	Created Zoid_Left = ShapeStim(autoDraw=False, autoLog=True, closeShape=True, contrast=1.0, depth=-3.0, fillColor=array([ 0.05,  0.05,  0.05]), fillColorSpace='rgb', interpolate=True, lineColor=array([ 1.,  1.,  1.]), lineColorSpace='rgb', lineWidth=1, name='Zoid_Left', opacity=1.0, ori=array(0.0), pos=array([-5.,  0.]), size=array([ 1.,  1.]), units='cm', vertices=ndarray(...), win=Window(...), windingRule=None)
11.1390 	EXP 	Created Zoid_Right = ShapeStim(autoDraw=False, autoLog=True, closeShape=True, contrast=1.0, depth=-4.0, fillColor=array([ 0.05,  0.05,  0.05]), fillColorSpace='rgb', interpolate=True, lineColor=array([ 1.,  1.,  1.]), lineColorSpace='rgb', lineWidth=1, name='Zoid_Right', opacity=1.0, ori=array(0.0), pos=array([ 5.,  0.]), size=array([ 1.,  1.]), units='cm', vertices=ndarray(...), win=Window(...), windingRule=None)
11.2371 	EXP 	Created Button_Instructions = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=0.07, italic=False, name='Button_Instructions', opacity=1.0, ori=0, pos=array([ 0. ,  0.5]), rgb=array([ 0.,  0.,  0.]), text=unicode(...), units=u'norm', win=Window(...), wrapWidth=1)
11.2582 	EXP 	Created x_instruction = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'tomato', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font=u'Yu Gothic UI', fontFiles=[], height=0.1, italic=False, name='x_instruction', opacity=1.0, ori=0, pos=array([-0.7, -0.8]), rgb=array([ 255.,   99.,   71.]), text=u'SAME\n\U0001f149', units=u'norm', win=Window(...), wrapWidth=1)
11.2776 	EXP 	Created m_instruction = TextStim(alignHoriz='right', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'lightseagreen', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font=u'Yu Gothic UI', fontFiles=[], height=0.1, italic=False, name='m_instruction', opacity=1.0, ori=0, pos=array([ 0.7, -0.8]), rgb=array([  32.,  178.,  170.]), text=u'DIFFERENT\n\U0001f13c', units=u'norm', win=Window(...), wrapWidth=1)
11.2973 	EXP 	Created Feedback_Screen = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=0.1, italic=False, name='Feedback_Screen', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text=u'Placeholder_text', units=u'norm', win=Window(...), wrapWidth=1)
11.2988 	EXP 	window1: blendMode = 'avg'
11.2993 	EXP 	window1: blendMode = 'avg'
11.2996 	EXP 	window1: blendMode = 'avg'
11.3075 	EXP 	x_instruction: autoDraw = True
11.3075 	EXP 	m_instruction: autoDraw = True
11.3075 	EXP 	Button_Instructions: autoDraw = True
16.3095 	EXP 	Created sequence: random, trialTypes=1, nReps=121, seed=None
16.6946 	EXP 	New trial (rep=0, index=0): None
16.6954 	EXP 	window1: blendMode = 'avg'
16.6957 	EXP 	window1: blendMode = 'avg'
16.6961 	EXP 	window1: blendMode = 'avg'
16.7033 	EXP 	Button_Instructions: autoDraw = False
16.7033 	EXP 	Zoid_Left: vertices = ((0, -0.5), (1, -0.5), (1, -1.5), (-1, -1.5), (-1, 1.5), (0, 1.5))
16.7033 	EXP 	Zoid_Left: ori = 180
16.7033 	EXP 	Zoid_Right: vertices = ((0, -0.5), (1, -0.5), (1, -1.5), (-1, -1.5), (-1, 1.5), (0, 1.5))
16.7033 	EXP 	Zoid_Right: ori = 0
16.7033 	EXP 	Orientation_Cue: autoDraw = True
16.7039 	EXP 	window1: blendMode = 'avg'
16.7042 	EXP 	window1: blendMode = 'avg'
16.7045 	EXP 	window1: blendMode = 'avg'
16.7176 	EXP 	window1: blendMode = 'avg'
16.7178 	EXP 	window1: blendMode = 'avg'
16.7180 	EXP 	window1: blendMode = 'avg'
16.7382 	EXP 	window1: blendMode = 'avg'
16.7385 	EXP 	window1: blendMode = 'avg'
16.7387 	EXP 	window1: blendMode = 'avg'
16.7580 	EXP 	window1: blendMode = 'avg'
16.7583 	EXP 	window1: blendMode = 'avg'
16.7586 	EXP 	window1: blendMode = 'avg'
16.7779 	EXP 	window1: blendMode = 'avg'
16.7781 	EXP 	window1: blendMode = 'avg'
16.7783 	EXP 	window1: blendMode = 'avg'
16.7981 	EXP 	window1: blendMode = 'avg'
16.7986 	EXP 	window1: blendMode = 'avg'
16.7991 	EXP 	window1: blendMode = 'avg'
16.8194 	EXP 	window1: blendMode = 'avg'
16.8199 	EXP 	window1: blendMode = 'avg'
16.8203 	EXP 	window1: blendMode = 'avg'
16.8419 	EXP 	window1: blendMode = 'avg'
16.8429 	EXP 	window1: blendMode = 'avg'
16.8439 	EXP 	window1: blendMode = 'avg'
16.8613 	EXP 	window1: blendMode = 'avg'
16.8620 	EXP 	window1: blendMode = 'avg'
16.8626 	EXP 	window1: blendMode = 'avg'
16.8815 	EXP 	window1: blendMode = 'avg'
16.8822 	EXP 	window1: blendMode = 'avg'
16.8828 	EXP 	window1: blendMode = 'avg'
16.9010 	EXP 	window1: blendMode = 'avg'
16.9017 	EXP 	window1: blendMode = 'avg'
16.9023 	EXP 	window1: blendMode = 'avg'
16.9216 	EXP 	window1: blendMode = 'avg'
16.9224 	EXP 	window1: blendMode = 'avg'
16.9231 	EXP 	window1: blendMode = 'avg'
16.9415 	EXP 	window1: blendMode = 'avg'
16.9423 	EXP 	window1: blendMode = 'avg'
16.9429 	EXP 	window1: blendMode = 'avg'
16.9613 	EXP 	window1: blendMode = 'avg'
16.9620 	EXP 	window1: blendMode = 'avg'
16.9626 	EXP 	window1: blendMode = 'avg'
16.9815 	EXP 	window1: blendMode = 'avg'
16.9826 	EXP 	window1: blendMode = 'avg'
16.9835 	EXP 	window1: blendMode = 'avg'
17.0009 	EXP 	window1: blendMode = 'avg'
17.0016 	EXP 	window1: blendMode = 'avg'
17.0023 	EXP 	window1: blendMode = 'avg'
17.0225 	EXP 	window1: blendMode = 'avg'
17.0234 	EXP 	window1: blendMode = 'avg'
17.0241 	EXP 	window1: blendMode = 'avg'
17.0421 	EXP 	window1: blendMode = 'avg'
17.0428 	EXP 	window1: blendMode = 'avg'
17.0435 	EXP 	window1: blendMode = 'avg'
17.0608 	EXP 	window1: blendMode = 'avg'
17.0615 	EXP 	window1: blendMode = 'avg'
17.0622 	EXP 	window1: blendMode = 'avg'
17.0821 	EXP 	window1: blendMode = 'avg'
17.0828 	EXP 	window1: blendMode = 'avg'
17.0834 	EXP 	window1: blendMode = 'avg'
17.1012 	EXP 	window1: blendMode = 'avg'
17.1018 	EXP 	window1: blendMode = 'avg'
17.1025 	EXP 	window1: blendMode = 'avg'
17.1202 	EXP 	window1: blendMode = 'avg'
17.1209 	EXP 	window1: blendMode = 'avg'
17.1215 	EXP 	window1: blendMode = 'avg'
17.1410 	EXP 	window1: blendMode = 'avg'
17.1417 	EXP 	window1: blendMode = 'avg'
17.1423 	EXP 	window1: blendMode = 'avg'
17.1609 	EXP 	window1: blendMode = 'avg'
17.1616 	EXP 	window1: blendMode = 'avg'
17.1622 	EXP 	window1: blendMode = 'avg'
17.1808 	EXP 	window1: blendMode = 'avg'
17.1815 	EXP 	window1: blendMode = 'avg'
17.1822 	EXP 	window1: blendMode = 'avg'
17.2016 	EXP 	window1: blendMode = 'avg'
17.2023 	EXP 	window1: blendMode = 'avg'
17.2029 	EXP 	window1: blendMode = 'avg'
17.2207 	EXP 	window1: blendMode = 'avg'
17.2214 	EXP 	window1: blendMode = 'avg'
17.2220 	EXP 	window1: blendMode = 'avg'
17.2415 	EXP 	window1: blendMode = 'avg'
17.2421 	EXP 	window1: blendMode = 'avg'
17.2428 	EXP 	window1: blendMode = 'avg'
17.2608 	EXP 	window1: blendMode = 'avg'
17.2615 	EXP 	window1: blendMode = 'avg'
17.2621 	EXP 	window1: blendMode = 'avg'
17.2815 	EXP 	window1: blendMode = 'avg'
17.2823 	EXP 	window1: blendMode = 'avg'
17.2831 	EXP 	window1: blendMode = 'avg'
17.3018 	EXP 	window1: blendMode = 'avg'
17.3028 	EXP 	window1: blendMode = 'avg'
17.3037 	EXP 	window1: blendMode = 'avg'
17.3212 	EXP 	window1: blendMode = 'avg'
17.3219 	EXP 	window1: blendMode = 'avg'
17.3227 	EXP 	window1: blendMode = 'avg'
17.3421 	EXP 	window1: blendMode = 'avg'
17.3432 	EXP 	window1: blendMode = 'avg'
17.3442 	EXP 	window1: blendMode = 'avg'
17.3616 	EXP 	window1: blendMode = 'avg'
17.3626 	EXP 	window1: blendMode = 'avg'
17.3637 	EXP 	window1: blendMode = 'avg'
17.3815 	EXP 	window1: blendMode = 'avg'
17.3826 	EXP 	window1: blendMode = 'avg'
17.3836 	EXP 	window1: blendMode = 'avg'
17.4020 	EXP 	window1: blendMode = 'avg'
17.4030 	EXP 	window1: blendMode = 'avg'
17.4041 	EXP 	window1: blendMode = 'avg'
17.4215 	EXP 	window1: blendMode = 'avg'
17.4227 	EXP 	window1: blendMode = 'avg'
17.4236 	EXP 	window1: blendMode = 'avg'
17.4399 	EXP 	window1: blendMode = 'avg'
17.4405 	EXP 	window1: blendMode = 'avg'
17.4409 	EXP 	window1: blendMode = 'avg'
17.4592 	EXP 	window1: blendMode = 'avg'
17.4594 	EXP 	window1: blendMode = 'avg'
17.4596 	EXP 	window1: blendMode = 'avg'
17.4771 	EXP 	window1: blendMode = 'avg'
17.4773 	EXP 	window1: blendMode = 'avg'
17.4775 	EXP 	window1: blendMode = 'avg'
17.4975 	EXP 	window1: blendMode = 'avg'
17.4979 	EXP 	window1: blendMode = 'avg'
17.4980 	EXP 	window1: blendMode = 'avg'
17.5190 	EXP 	window1: blendMode = 'avg'
17.5196 	EXP 	window1: blendMode = 'avg'
17.5201 	EXP 	window1: blendMode = 'avg'
17.5386 	EXP 	window1: blendMode = 'avg'
17.5391 	EXP 	window1: blendMode = 'avg'
17.5397 	EXP 	window1: blendMode = 'avg'
17.5588 	EXP 	window1: blendMode = 'avg'
17.5593 	EXP 	window1: blendMode = 'avg'
17.5600 	EXP 	window1: blendMode = 'avg'
17.5792 	EXP 	window1: blendMode = 'avg'
17.5798 	EXP 	window1: blendMode = 'avg'
17.5803 	EXP 	window1: blendMode = 'avg'
17.5996 	EXP 	window1: blendMode = 'avg'
17.6001 	EXP 	window1: blendMode = 'avg'
17.6006 	EXP 	window1: blendMode = 'avg'
17.6186 	EXP 	window1: blendMode = 'avg'
17.6192 	EXP 	window1: blendMode = 'avg'
17.6197 	EXP 	window1: blendMode = 'avg'
17.6402 	EXP 	window1: blendMode = 'avg'
17.6411 	EXP 	window1: blendMode = 'avg'
17.6417 	EXP 	window1: blendMode = 'avg'
17.6597 	EXP 	window1: blendMode = 'avg'
17.6603 	EXP 	window1: blendMode = 'avg'
17.6608 	EXP 	window1: blendMode = 'avg'
17.6791 	EXP 	window1: blendMode = 'avg'
17.6797 	EXP 	window1: blendMode = 'avg'
17.6802 	EXP 	window1: blendMode = 'avg'
17.6992 	EXP 	window1: blendMode = 'avg'
17.6997 	EXP 	window1: blendMode = 'avg'
17.7002 	EXP 	window1: blendMode = 'avg'
17.7191 	EXP 	window1: blendMode = 'avg'
17.7198 	EXP 	window1: blendMode = 'avg'
17.7206 	EXP 	window1: blendMode = 'avg'
17.7394 	EXP 	window1: blendMode = 'avg'
17.7403 	EXP 	window1: blendMode = 'avg'
17.7410 	EXP 	window1: blendMode = 'avg'
17.7595 	EXP 	window1: blendMode = 'avg'
17.7604 	EXP 	window1: blendMode = 'avg'
17.7611 	EXP 	window1: blendMode = 'avg'
17.7801 	EXP 	window1: blendMode = 'avg'
17.7810 	EXP 	window1: blendMode = 'avg'
