1.5014 	ERROR 	avbin.dll failed to load. Try importing psychopy.visual
12.7367 	EXP 	window1: blendMode = 'avg'
12.7561 	EXP 	window1: blendMode = 'avg'
12.7585 	EXP 	window1: blendMode = 'avg'
12.7602 	EXP 	window1: blendMode = 'avg'
12.7752 	EXP 	window1: blendMode = 'avg'
12.7761 	EXP 	window1: blendMode = 'avg'
12.7770 	EXP 	window1: blendMode = 'avg'
12.7938 	EXP 	window1: blendMode = 'avg'
12.7945 	EXP 	window1: blendMode = 'avg'
12.7951 	EXP 	window1: blendMode = 'avg'
12.8142 	EXP 	window1: blendMode = 'avg'
12.8148 	EXP 	window1: blendMode = 'avg'
12.8153 	EXP 	window1: blendMode = 'avg'
12.8328 	EXP 	window1: blendMode = 'avg'
12.8331 	EXP 	window1: blendMode = 'avg'
12.8334 	EXP 	window1: blendMode = 'avg'
12.8529 	EXP 	window1: blendMode = 'avg'
12.8532 	EXP 	window1: blendMode = 'avg'
12.8534 	EXP 	window1: blendMode = 'avg'
12.8730 	EXP 	window1: blendMode = 'avg'
12.8734 	EXP 	window1: blendMode = 'avg'
12.8738 	EXP 	window1: blendMode = 'avg'
12.8930 	EXP 	window1: blendMode = 'avg'
12.8934 	EXP 	window1: blendMode = 'avg'
12.8938 	EXP 	window1: blendMode = 'avg'
12.9153 	EXP 	window1: blendMode = 'avg'
12.9163 	EXP 	window1: blendMode = 'avg'
12.9170 	EXP 	window1: blendMode = 'avg'
12.9348 	EXP 	window1: blendMode = 'avg'
12.9355 	EXP 	window1: blendMode = 'avg'
12.9361 	EXP 	window1: blendMode = 'avg'
12.9551 	EXP 	window1: blendMode = 'avg'
12.9558 	EXP 	window1: blendMode = 'avg'
12.9564 	EXP 	window1: blendMode = 'avg'
12.9744 	EXP 	window1: blendMode = 'avg'
12.9753 	EXP 	window1: blendMode = 'avg'
12.9761 	EXP 	window1: blendMode = 'avg'
12.9945 	EXP 	window1: blendMode = 'avg'
12.9952 	EXP 	window1: blendMode = 'avg'
12.9958 	EXP 	window1: blendMode = 'avg'
13.0158 	EXP 	window1: blendMode = 'avg'
13.0165 	EXP 	window1: blendMode = 'avg'
13.0172 	EXP 	window1: blendMode = 'avg'
13.0365 	EXP 	window1: blendMode = 'avg'
13.0376 	EXP 	window1: blendMode = 'avg'
13.0387 	EXP 	window1: blendMode = 'avg'
13.0550 	EXP 	window1: blendMode = 'avg'
13.0557 	EXP 	window1: blendMode = 'avg'
13.0561 	EXP 	window1: blendMode = 'avg'
13.0733 	EXP 	window1: blendMode = 'avg'
13.0738 	EXP 	window1: blendMode = 'avg'
13.0742 	EXP 	window1: blendMode = 'avg'
13.0934 	EXP 	window1: blendMode = 'avg'
13.0938 	EXP 	window1: blendMode = 'avg'
13.0942 	EXP 	window1: blendMode = 'avg'
13.1131 	EXP 	window1: blendMode = 'avg'
13.1138 	EXP 	window1: blendMode = 'avg'
13.1144 	EXP 	window1: blendMode = 'avg'
13.1349 	EXP 	window1: blendMode = 'avg'
13.1359 	EXP 	window1: blendMode = 'avg'
13.1366 	EXP 	window1: blendMode = 'avg'
13.1551 	EXP 	window1: blendMode = 'avg'
13.1557 	EXP 	window1: blendMode = 'avg'
13.1564 	EXP 	window1: blendMode = 'avg'
13.1747 	DATA 	Keypress: escape
