1.5014 	ERROR 	avbin.dll failed to load. Try importing psychopy.visual
  as the first library (before anything that uses scipy)
  and make sure that avbin is installed.
5.7370 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([ 0.95,  0.95,  0.95]), colorSpace='rgb', fullscr=UNKNOWN, gamma=None, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x1A7116B0>, multiSample=False, name='window1', numSamples=2, pos=[0, 0], screen=0, size=array([1600,  900]), stereo=False, units=u'norm', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
5.7371 	EXP 	window1: recordFrameIntervals = False
5.9370 	EXP 	window1: recordFrameIntervals = True
6.1573 	EXP 	window1: recordFrameIntervals = False
6.2866 	EXP 	Created Orientation_Cue = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=0.1, italic=False, name='Orientation_Cue', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text=u'\u25cb', units=u'norm', win=Window(...), wrapWidth=1)
6.2953 	EXP 	Created Ready_Cue = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'black', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=0.1, italic=False, name='Ready_Cue', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text=u'\u23fa', units=u'norm', win=Window(...), wrapWidth=1)
6.3030 	EXP 	Created Zoid_Left = ShapeStim(autoDraw=False, autoLog=True, closeShape=True, contrast=1.0, depth=-3.0, fillColor=array([ 0.05,  0.05,  0.05]), fillColorSpace='rgb', interpolate=True, lineColor=array([ 1.,  1.,  1.]), lineColorSpace='rgb', lineWidth=1, name='Zoid_Left', opacity=1.0, ori=array(0.0), pos=array([-5.,  0.]), size=array([ 1.,  1.]), units='cm', vertices=ndarray(...), win=Window(...), windingRule=None)
6.3044 	EXP 	Created Zoid_Right = ShapeStim(autoDraw=False, autoLog=True, closeShape=True, contrast=1.0, depth=-4.0, fillColor=array([ 0.05,  0.05,  0.05]), fillColorSpace='rgb', interpolate=True, lineColor=array([ 1.,  1.,  1.]), lineColorSpace='rgb', lineWidth=1, name='Zoid_Right', opacity=1.0, ori=array(0.0), pos=array([ 5.,  0.]), size=array([ 1.,  1.]), units='cm', vertices=ndarray(...), win=Window(...), windingRule=None)
6.4020 	EXP 	Created Button_Instructions = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=0.07, italic=False, name='Button_Instructions', opacity=1.0, ori=0, pos=array([ 0. ,  0.5]), rgb=array([ 0.,  0.,  0.]), text=unicode(...), units=u'norm', win=Window(...), wrapWidth=1)
6.4155 	EXP 	Created x_instruction = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'tomato', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=0.1, italic=False, name='x_instruction', opacity=1.0, ori=0, pos=array([-0.7, -0.8]), rgb=array([ 255.,   99.,   71.]), text=u'DIFFERENT\nx', units=u'norm', win=Window(...), wrapWidth=1)
6.4344 	EXP 	Created m_instruction = TextStim(alignHoriz='right', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'lightseagreen', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font=u'Calibri', fontFiles=[], height=0.1, italic=False, name='m_instruction', opacity=1.0, ori=0, pos=array([ 0.7, -0.8]), rgb=array([  32.,  178.,  170.]), text=u'SAME\nm', units=u'norm', win=Window(...), wrapWidth=1)
6.4530 	EXP 	Created Feedback_Screen = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=0.1, italic=False, name='Feedback_Screen', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text=u'Placeholder_text', units=u'norm', win=Window(...), wrapWidth=1)
6.4546 	EXP 	window1: blendMode = 'avg'
6.4551 	EXP 	window1: blendMode = 'avg'
6.4556 	EXP 	window1: blendMode = 'avg'
6.4642 	EXP 	x_instruction: autoDraw = True
6.4642 	EXP 	m_instruction: autoDraw = True
6.4642 	EXP 	Button_Instructions: autoDraw = True
11.2669 	DATA 	Keypress: m
11.4673 	EXP 	Created sequence: random, trialTypes=1, nReps=60, seed=None
11.6528 	EXP 	New trial (rep=0, index=0): None
11.6540 	EXP 	window1: blendMode = 'avg'
11.6543 	EXP 	window1: blendMode = 'avg'
11.6548 	EXP 	window1: blendMode = 'avg'
11.6620 	EXP 	Button_Instructions: autoDraw = False
11.6620 	EXP 	Zoid_Left: vertices = ((0.5, 0), (1.5, 0), (1.5, 1), (-1.5, 1), (-1.5, 0), (-0.5, 0), (-0.5, -1), (0.5, -1))
11.6620 	EXP 	Zoid_Left: ori = 270
11.6620 	EXP 	Zoid_Right: vertices = ((0, -0.5), (1, -0.5), (1, -1.5), (-1, -1.5), (-1, 1.5), (0, 1.5))
11.6620 	EXP 	Zoid_Right: ori = 0
11.6620 	EXP 	Orientation_Cue: autoDraw = True
11.6626 	EXP 	window1: blendMode = 'avg'
11.6629 	EXP 	window1: blendMode = 'avg'
11.6632 	EXP 	window1: blendMode = 'avg'
11.6726 	EXP 	window1: blendMode = 'avg'
11.6729 	EXP 	window1: blendMode = 'avg'
11.6732 	EXP 	window1: blendMode = 'avg'
11.6932 	EXP 	window1: blendMode = 'avg'
11.6936 	EXP 	window1: blendMode = 'avg'
11.6939 	EXP 	window1: blendMode = 'avg'
11.7127 	EXP 	window1: blendMode = 'avg'
11.7129 	EXP 	window1: blendMode = 'avg'
11.7131 	EXP 	window1: blendMode = 'avg'
11.7329 	EXP 	window1: blendMode = 'avg'
11.7331 	EXP 	window1: blendMode = 'avg'
11.7334 	EXP 	window1: blendMode = 'avg'
11.7524 	EXP 	window1: blendMode = 'avg'
11.7527 	EXP 	window1: blendMode = 'avg'
11.7529 	EXP 	window1: blendMode = 'avg'
11.7728 	EXP 	window1: blendMode = 'avg'
11.7732 	EXP 	window1: blendMode = 'avg'
11.7734 	EXP 	window1: blendMode = 'avg'
11.7926 	EXP 	window1: blendMode = 'avg'
11.7929 	EXP 	window1: blendMode = 'avg'
11.7932 	EXP 	window1: blendMode = 'avg'
11.8120 	EXP 	window1: blendMode = 'avg'
11.8123 	EXP 	window1: blendMode = 'avg'
11.8125 	EXP 	window1: blendMode = 'avg'
11.8334 	EXP 	window1: blendMode = 'avg'
11.8338 	EXP 	window1: blendMode = 'avg'
11.8342 	EXP 	window1: blendMode = 'avg'
11.8533 	EXP 	window1: blendMode = 'avg'
11.8539 	EXP 	window1: blendMode = 'avg'
11.8544 	EXP 	window1: blendMode = 'avg'
11.8735 	EXP 	window1: blendMode = 'avg'
11.8740 	EXP 	window1: blendMode = 'avg'
11.8745 	EXP 	window1: blendMode = 'avg'
11.8956 	EXP 	window1: blendMode = 'avg'
11.8962 	EXP 	window1: blendMode = 'avg'
11.8969 	EXP 	window1: blendMode = 'avg'
11.9154 	EXP 	window1: blendMode = 'avg'
11.9163 	EXP 	window1: blendMode = 'avg'
11.9171 	EXP 	window1: blendMode = 'avg'
11.9354 	EXP 	window1: blendMode = 'avg'
11.9360 	EXP 	window1: blendMode = 'avg'
11.9367 	EXP 	window1: blendMode = 'avg'
11.9556 	EXP 	window1: blendMode = 'avg'
11.9563 	EXP 	window1: blendMode = 'avg'
11.9569 	EXP 	window1: blendMode = 'avg'
11.9750 	EXP 	window1: blendMode = 'avg'
11.9761 	EXP 	window1: blendMode = 'avg'
11.9771 	EXP 	window1: blendMode = 'avg'
11.9950 	EXP 	window1: blendMode = 'avg'
11.9957 	EXP 	window1: blendMode = 'avg'
11.9964 	EXP 	window1: blendMode = 'avg'
12.0163 	EXP 	window1: blendMode = 'avg'
12.0170 	EXP 	window1: blendMode = 'avg'
12.0176 	EXP 	window1: blendMode = 'avg'
12.0346 	EXP 	window1: blendMode = 'avg'
12.0353 	EXP 	window1: blendMode = 'avg'
12.0359 	EXP 	window1: blendMode = 'avg'
12.0550 	EXP 	window1: blendMode = 'avg'
12.0559 	EXP 	window1: blendMode = 'avg'
12.0567 	EXP 	window1: blendMode = 'avg'
12.0755 	EXP 	window1: blendMode = 'avg'
12.0762 	EXP 	window1: blendMode = 'avg'
12.0768 	EXP 	window1: blendMode = 'avg'
12.0951 	EXP 	window1: blendMode = 'avg'
12.0958 	EXP 	window1: blendMode = 'avg'
12.0964 	EXP 	window1: blendMode = 'avg'
12.1158 	EXP 	window1: blendMode = 'avg'
12.1165 	EXP 	window1: blendMode = 'avg'
12.1171 	EXP 	window1: blendMode = 'avg'
12.1352 	EXP 	window1: blendMode = 'avg'
12.1360 	EXP 	window1: blendMode = 'avg'
12.1366 	EXP 	window1: blendMode = 'avg'
12.1552 	EXP 	window1: blendMode = 'avg'
12.1559 	EXP 	window1: blendMode = 'avg'
12.1565 	EXP 	window1: blendMode = 'avg'
12.1761 	EXP 	window1: blendMode = 'avg'
12.1768 	EXP 	window1: blendMode = 'avg'
12.1775 	EXP 	window1: blendMode = 'avg'
12.1960 	EXP 	window1: blendMode = 'avg'
12.1971 	EXP 	window1: blendMode = 'avg'
12.1981 	EXP 	window1: blendMode = 'avg'
12.2162 	EXP 	window1: blendMode = 'avg'
12.2169 	EXP 	window1: blendMode = 'avg'
12.2179 	EXP 	window1: blendMode = 'avg'
12.2359 	EXP 	window1: blendMode = 'avg'
12.2366 	EXP 	window1: blendMode = 'avg'
12.2373 	EXP 	window1: blendMode = 'avg'
12.2551 	EXP 	window1: blendMode = 'avg'
12.2557 	EXP 	window1: blendMode = 'avg'
12.2564 	EXP 	window1: blendMode = 'avg'
12.2755 	EXP 	window1: blendMode = 'avg'
12.2766 	EXP 	window1: blendMode = 'avg'
12.2775 	EXP 	window1: blendMode = 'avg'
12.2966 	EXP 	window1: blendMode = 'avg'
12.2972 	EXP 	window1: blendMode = 'avg'
12.2978 	EXP 	window1: blendMode = 'avg'
12.3152 	EXP 	window1: blendMode = 'avg'
12.3158 	EXP 	window1: blendMode = 'avg'
12.3165 	EXP 	window1: blendMode = 'avg'
12.3353 	EXP 	window1: blendMode = 'avg'
12.3361 	EXP 	window1: blendMode = 'avg'
12.3368 	EXP 	window1: blendMode = 'avg'
12.3551 	EXP 	window1: blendMode = 'avg'
12.3557 	EXP 	window1: blendMode = 'avg'
12.3564 	EXP 	window1: blendMode = 'avg'
12.3746 	EXP 	window1: blendMode = 'avg'
12.3753 	EXP 	window1: blendMode = 'avg'
12.3760 	EXP 	window1: blendMode = 'avg'
12.3950 	EXP 	window1: blendMode = 'avg'
12.3956 	EXP 	window1: blendMode = 'avg'
12.3963 	EXP 	window1: blendMode = 'avg'
12.4165 	EXP 	window1: blendMode = 'avg'
12.4175 	EXP 	window1: blendMode = 'avg'
12.4182 	EXP 	window1: blendMode = 'avg'
12.4346 	EXP 	window1: blendMode = 'avg'
12.4353 	EXP 	window1: blendMode = 'avg'
12.4359 	EXP 	window1: blendMode = 'avg'
12.4550 	EXP 	window1: blendMode = 'avg'
12.4556 	EXP 	window1: blendMode = 'avg'
12.4563 	EXP 	window1: blendMode = 'avg'
12.4748 	EXP 	window1: blendMode = 'avg'
12.4755 	EXP 	window1: blendMode = 'avg'
12.4761 	EXP 	window1: blendMode = 'avg'
12.4952 	EXP 	window1: blendMode = 'avg'
12.4959 	EXP 	window1: blendMode = 'avg'
12.4965 	EXP 	window1: blendMode = 'avg'
12.5155 	EXP 	window1: blendMode = 'avg'
12.5162 	EXP 	window1: blendMode = 'avg'
12.5169 	EXP 	window1: blendMode = 'avg'
12.5350 	EXP 	window1: blendMode = 'avg'
12.5357 	EXP 	window1: blendMode = 'avg'
12.5364 	EXP 	window1: blendMode = 'avg'
12.5545 	EXP 	window1: blendMode = 'avg'
12.5552 	EXP 	window1: blendMode = 'avg'
12.5558 	EXP 	window1: blendMode = 'avg'
12.5746 	EXP 	window1: blendMode = 'avg'
12.5754 	EXP 	window1: blendMode = 'avg'
12.5760 	EXP 	window1: blendMode = 'avg'
12.5950 	EXP 	window1: blendMode = 'avg'
12.5957 	EXP 	window1: blendMode = 'avg'
12.5963 	EXP 	window1: blendMode = 'avg'
12.6155 	EXP 	window1: blendMode = 'avg'
12.6161 	EXP 	window1: blendMode = 'avg'
12.6168 	EXP 	window1: blendMode = 'avg'
12.6352 	EXP 	window1: blendMode = 'avg'
12.6358 	EXP 	window1: blendMode = 'avg'
12.6365 	EXP 	window1: blendMode = 'avg'
12.6549 	EXP 	window1: blendMode = 'avg'
12.6555 	EXP 	window1: blendMode = 'avg'
12.6562 	EXP 	window1: blendMode = 'avg'
12.6745 	EXP 	window1: blendMode = 'avg'
12.6753 	EXP 	window1: blendMode = 'avg'
12.6762 	EXP 	window1: blendMode = 'avg'
12.6946 	EXP 	window1: blendMode = 'avg'
12.6952 	EXP 	window1: blendMode = 'avg'
12.6959 	EXP 	window1: blendMode = 'avg'
12.7158 	EXP 	window1: blendMode = 'avg'
12.7169 	EXP 	window1: blendMode = 'avg'
12.7180 	EXP 	window1: blendMode = 'avg'
12.7354 	EXP 	window1: blendMode = 'avg'
12.7360 	EXP 	window1: blendMode = 'avg'
