3.0578 	ERROR 	avbin.dll failed to load. Try importing psychopy.visual
  as the first library (before anything that uses scipy)
  and make sure that avbin is installed.
9.0792 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([ 0.95,  0.95,  0.95]), colorSpace='rgb', fullscr=UNKNOWN, gamma=None, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x1ACC46D0>, multiSample=False, name='window1', numSamples=2, pos=[0, 0], screen=0, size=array([1600,  900]), stereo=False, units=u'norm', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
9.0792 	EXP 	window1: recordFrameIntervals = False
9.2780 	EXP 	window1: recordFrameIntervals = True
9.4980 	EXP 	window1: recordFrameIntervals = False
10.0840 	EXP 	Created Orientation_Cue = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=0.1, italic=False, name='Orientation_Cue', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text=u'\u25cb', units=u'norm', win=Window(...), wrapWidth=1)
10.1047 	EXP 	Created Ready_Cue = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'black', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=0.1, italic=False, name='Ready_Cue', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text=u'\u23fa', units=u'norm', win=Window(...), wrapWidth=1)
10.1169 	EXP 	Created Zoid_Left = ShapeStim(autoDraw=False, autoLog=True, closeShape=True, contrast=1.0, depth=-3.0, fillColor=array([ 0.05,  0.05,  0.05]), fillColorSpace='rgb', interpolate=True, lineColor=array([ 1.,  1.,  1.]), lineColorSpace='rgb', lineWidth=1, name='Zoid_Left', opacity=1.0, ori=array(0.0), pos=array([-5.,  0.]), size=array([ 1.,  1.]), units='cm', vertices=ndarray(...), win=Window(...), windingRule=None)
10.1191 	EXP 	Created Zoid_Right = ShapeStim(autoDraw=False, autoLog=True, closeShape=True, contrast=1.0, depth=-4.0, fillColor=array([ 0.05,  0.05,  0.05]), fillColorSpace='rgb', interpolate=True, lineColor=array([ 1.,  1.,  1.]), lineColorSpace='rgb', lineWidth=1, name='Zoid_Right', opacity=1.0, ori=array(0.0), pos=array([ 5.,  0.]), size=array([ 1.,  1.]), units='cm', vertices=ndarray(...), win=Window(...), windingRule=None)
10.2467 	EXP 	Created Button_Instructions = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=0.07, italic=False, name='Button_Instructions', opacity=1.0, ori=0, pos=array([ 0. ,  0.5]), rgb=array([ 0.,  0.,  0.]), text=unicode(...), units=u'norm', win=Window(...), wrapWidth=1)
10.2674 	EXP 	Created x_instruction = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'tomato', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=0.1, italic=False, name='x_instruction', opacity=1.0, ori=0, pos=array([-0.7, -0.8]), rgb=array([ 255.,   99.,   71.]), text=u'DIFFERENT\n\U0001f149', units=u'norm', win=Window(...), wrapWidth=1)
10.2782 	EXP 	Created m_instruction = TextStim(alignHoriz='right', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'lightseagreen', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=0.1, italic=False, name='m_instruction', opacity=1.0, ori=0, pos=array([ 0.7, -0.8]), rgb=array([  32.,  178.,  170.]), text=u'SAME\nM', units=u'norm', win=Window(...), wrapWidth=1)
10.2977 	EXP 	Created Feedback_Screen = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=0.1, italic=False, name='Feedback_Screen', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text=u'Placeholder_text', units=u'norm', win=Window(...), wrapWidth=1)
10.2992 	EXP 	window1: blendMode = 'avg'
10.2997 	EXP 	window1: blendMode = 'avg'
10.3001 	EXP 	window1: blendMode = 'avg'
10.3094 	EXP 	x_instruction: autoDraw = True
10.3094 	EXP 	m_instruction: autoDraw = True
10.3094 	EXP 	Button_Instructions: autoDraw = True
15.3113 	EXP 	Created sequence: random, trialTypes=1, nReps=121, seed=None
15.7415 	EXP 	New trial (rep=0, index=0): None
15.7425 	EXP 	window1: blendMode = 'avg'
15.7427 	EXP 	window1: blendMode = 'avg'
15.7432 	EXP 	window1: blendMode = 'avg'
15.7506 	EXP 	Button_Instructions: autoDraw = False
15.7506 	EXP 	Zoid_Left: vertices = ((-0.5, 0), (-1.5, 0), (-1.5, 1), (0.5, 1), (0.5, 0), (1.5, 0), (1.5, -1), (-0.5, -1))
15.7506 	EXP 	Zoid_Left: ori = 0
15.7506 	EXP 	Zoid_Right: vertices = ((0, -0.5), (1, -0.5), (1, -1.5), (-1, -1.5), (-1, 1.5), (0, 1.5))
15.7506 	EXP 	Zoid_Right: ori = 180
15.7506 	EXP 	Orientation_Cue: autoDraw = True
15.7513 	EXP 	window1: blendMode = 'avg'
15.7515 	EXP 	window1: blendMode = 'avg'
15.7517 	EXP 	window1: blendMode = 'avg'
15.7736 	EXP 	window1: blendMode = 'avg'
15.7738 	EXP 	window1: blendMode = 'avg'
15.7741 	EXP 	window1: blendMode = 'avg'
15.7933 	EXP 	window1: blendMode = 'avg'
15.7936 	EXP 	window1: blendMode = 'avg'
15.7939 	EXP 	window1: blendMode = 'avg'
15.8149 	EXP 	window1: blendMode = 'avg'
15.8154 	EXP 	window1: blendMode = 'avg'
15.8158 	EXP 	window1: blendMode = 'avg'
15.8344 	EXP 	window1: blendMode = 'avg'
15.8348 	EXP 	window1: blendMode = 'avg'
15.8353 	EXP 	window1: blendMode = 'avg'
15.8550 	EXP 	window1: blendMode = 'avg'
15.8557 	EXP 	window1: blendMode = 'avg'
15.8564 	EXP 	window1: blendMode = 'avg'
15.8751 	EXP 	window1: blendMode = 'avg'
15.8756 	EXP 	window1: blendMode = 'avg'
15.8761 	EXP 	window1: blendMode = 'avg'
15.8945 	EXP 	window1: blendMode = 'avg'
15.8950 	EXP 	window1: blendMode = 'avg'
15.8954 	EXP 	window1: blendMode = 'avg'
15.9149 	EXP 	window1: blendMode = 'avg'
15.9156 	EXP 	window1: blendMode = 'avg'
15.9164 	EXP 	window1: blendMode = 'avg'
15.9347 	EXP 	window1: blendMode = 'avg'
15.9353 	EXP 	window1: blendMode = 'avg'
15.9358 	EXP 	window1: blendMode = 'avg'
15.9551 	EXP 	window1: blendMode = 'avg'
15.9559 	EXP 	window1: blendMode = 'avg'
15.9564 	EXP 	window1: blendMode = 'avg'
15.9757 	EXP 	window1: blendMode = 'avg'
15.9761 	EXP 	window1: blendMode = 'avg'
15.9766 	EXP 	window1: blendMode = 'avg'
15.9943 	EXP 	window1: blendMode = 'avg'
15.9949 	EXP 	window1: blendMode = 'avg'
15.9953 	EXP 	window1: blendMode = 'avg'
16.0153 	EXP 	window1: blendMode = 'avg'
16.0162 	EXP 	window1: blendMode = 'avg'
16.0167 	EXP 	window1: blendMode = 'avg'
16.0344 	EXP 	window1: blendMode = 'avg'
16.0349 	EXP 	window1: blendMode = 'avg'
16.0354 	EXP 	window1: blendMode = 'avg'
16.0542 	EXP 	window1: blendMode = 'avg'
16.0547 	EXP 	window1: blendMode = 'avg'
16.0554 	EXP 	window1: blendMode = 'avg'
16.0749 	EXP 	window1: blendMode = 'avg'
16.0755 	EXP 	window1: blendMode = 'avg'
16.0759 	EXP 	window1: blendMode = 'avg'
16.0954 	EXP 	window1: blendMode = 'avg'
16.0958 	EXP 	window1: blendMode = 'avg'
16.0962 	EXP 	window1: blendMode = 'avg'
16.1142 	EXP 	window1: blendMode = 'avg'
16.1147 	EXP 	window1: blendMode = 'avg'
16.1151 	EXP 	window1: blendMode = 'avg'
16.1357 	EXP 	window1: blendMode = 'avg'
16.1364 	EXP 	window1: blendMode = 'avg'
16.1371 	EXP 	window1: blendMode = 'avg'
16.1559 	EXP 	window1: blendMode = 'avg'
16.1564 	EXP 	window1: blendMode = 'avg'
16.1569 	EXP 	window1: blendMode = 'avg'
16.1751 	EXP 	window1: blendMode = 'avg'
16.1756 	EXP 	window1: blendMode = 'avg'
16.1761 	EXP 	window1: blendMode = 'avg'
16.1960 	EXP 	window1: blendMode = 'avg'
16.1966 	EXP 	window1: blendMode = 'avg'
16.1974 	EXP 	window1: blendMode = 'avg'
16.2163 	EXP 	window1: blendMode = 'avg'
16.2168 	EXP 	window1: blendMode = 'avg'
16.2172 	EXP 	window1: blendMode = 'avg'
16.2351 	EXP 	window1: blendMode = 'avg'
16.2356 	EXP 	window1: blendMode = 'avg'
16.2361 	EXP 	window1: blendMode = 'avg'
16.2551 	EXP 	window1: blendMode = 'avg'
16.2558 	EXP 	window1: blendMode = 'avg'
16.2563 	EXP 	window1: blendMode = 'avg'
16.2757 	EXP 	window1: blendMode = 'avg'
16.2762 	EXP 	window1: blendMode = 'avg'
16.2767 	EXP 	window1: blendMode = 'avg'
16.2951 	EXP 	window1: blendMode = 'avg'
16.2956 	EXP 	window1: blendMode = 'avg'
16.2960 	EXP 	window1: blendMode = 'avg'
16.3147 	EXP 	window1: blendMode = 'avg'
16.3152 	EXP 	window1: blendMode = 'avg'
16.3157 	EXP 	window1: blendMode = 'avg'
16.3359 	EXP 	window1: blendMode = 'avg'
16.3364 	EXP 	window1: blendMode = 'avg'
16.3369 	EXP 	window1: blendMode = 'avg'
16.3550 	EXP 	window1: blendMode = 'avg'
16.3556 	EXP 	window1: blendMode = 'avg'
16.3560 	EXP 	window1: blendMode = 'avg'
16.3752 	EXP 	window1: blendMode = 'avg'
16.3757 	EXP 	window1: blendMode = 'avg'
16.3762 	EXP 	window1: blendMode = 'avg'
16.3951 	EXP 	window1: blendMode = 'avg'
16.3956 	EXP 	window1: blendMode = 'avg'
16.3961 	EXP 	window1: blendMode = 'avg'
16.4149 	EXP 	window1: blendMode = 'avg'
16.4155 	EXP 	window1: blendMode = 'avg'
16.4160 	EXP 	window1: blendMode = 'avg'
16.4355 	EXP 	window1: blendMode = 'avg'
16.4362 	EXP 	window1: blendMode = 'avg'
16.4368 	EXP 	window1: blendMode = 'avg'
16.4555 	EXP 	window1: blendMode = 'avg'
16.4561 	EXP 	window1: blendMode = 'avg'
16.4567 	EXP 	window1: blendMode = 'avg'
16.4751 	EXP 	window1: blendMode = 'avg'
16.4756 	EXP 	window1: blendMode = 'avg'
16.4760 	EXP 	window1: blendMode = 'avg'
16.4949 	EXP 	window1: blendMode = 'avg'
16.4954 	EXP 	window1: blendMode = 'avg'
16.4959 	EXP 	window1: blendMode = 'avg'
16.5153 	EXP 	window1: blendMode = 'avg'
16.5159 	EXP 	window1: blendMode = 'avg'
16.5163 	EXP 	window1: blendMode = 'avg'
16.5348 	EXP 	window1: blendMode = 'avg'
16.5353 	EXP 	window1: blendMode = 'avg'
16.5357 	EXP 	window1: blendMode = 'avg'
16.5549 	EXP 	window1: blendMode = 'avg'
16.5555 	EXP 	window1: blendMode = 'avg'
16.5560 	EXP 	window1: blendMode = 'avg'
16.5753 	EXP 	window1: blendMode = 'avg'
16.5759 	EXP 	window1: blendMode = 'avg'
16.5763 	EXP 	window1: blendMode = 'avg'
16.5955 	EXP 	window1: blendMode = 'avg'
16.5960 	EXP 	window1: blendMode = 'avg'
16.5965 	EXP 	window1: blendMode = 'avg'
16.6147 	EXP 	window1: blendMode = 'avg'
16.6152 	EXP 	window1: blendMode = 'avg'
16.6157 	EXP 	window1: blendMode = 'avg'
16.6352 	EXP 	window1: blendMode = 'avg'
16.6357 	EXP 	window1: blendMode = 'avg'
16.6361 	EXP 	window1: blendMode = 'avg'
16.6553 	EXP 	window1: blendMode = 'avg'
16.6559 	EXP 	window1: blendMode = 'avg'
16.6564 	EXP 	window1: blendMode = 'avg'
16.6751 	EXP 	window1: blendMode = 'avg'
16.6756 	EXP 	window1: blendMode = 'avg'
16.6761 	EXP 	window1: blendMode = 'avg'
16.6956 	EXP 	window1: blendMode = 'avg'
16.6963 	EXP 	window1: blendMode = 'avg'
16.6970 	EXP 	window1: blendMode = 'avg'
16.7151 	EXP 	window1: blendMode = 'avg'
16.7155 	EXP 	window1: blendMode = 'avg'
16.7160 	EXP 	window1: blendMode = 'avg'
16.7348 	EXP 	window1: blendMode = 'avg'
16.7353 	EXP 	window1: blendMode = 'avg'
16.7357 	EXP 	window1: blendMode = 'avg'
16.7560 	EXP 	window1: blendMode = 'avg'
16.7566 	EXP 	window1: blendMode = 'avg'
16.7573 	EXP 	window1: blendMode = 'avg'
16.7769 	EXP 	window1: blendMode = 'avg'
16.7777 	EXP 	window1: blendMode = 'avg'
16.7788 	EXP 	window1: blendMode = 'avg'
16.7961 	EXP 	window1: blendMode = 'avg'
16.7966 	EXP 	window1: blendMode = 'avg'
16.7971 	EXP 	window1: blendMode = 'avg'
16.8159 	EXP 	window1: blendMode = 'avg'
16.8164 	EXP 	window1: blendMode = 'avg'
16.8169 	EXP 	window1: blendMode = 'avg'
16.8361 	EXP 	window1: blendMode = 'avg'
16.8367 	EXP 	window1: blendMode = 'avg'
