trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Block_Number,Trial_Number,Subject_Key,Correct_Key,Subject_Response,Correct_Response,Answered_Correctly,Left_Zoid,Left_Zoid_Orientation,Right_Zoid,Right_Zoid_Orientation,Response.rt,date,frameRate,expName,session,participant,
0,0,0,0,0,0,m,x,yes,no,False,z,0,t,0,1.03754615341,2018_01_26_1327,50.2194235566,PL-Tetris_2,001,0,
1,0,1,0,0,1,m,x,yes,no,False,o,0,t,90,0.243798726471,2018_01_26_1327,50.2194235566,PL-Tetris_2,001,0,
