3.2758 	ERROR 	avbin.dll failed to load. Try importing psychopy.visual
  as the first library (before anything that uses scipy)
  and make sure that avbin is installed.
11.2564 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([ 0.95,  0.95,  0.95]), colorSpace='rgb', fullscr=UNKNOWN, gamma=None, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x1A4066D0>, multiSample=False, name='window1', numSamples=2, pos=[0, 0], screen=0, size=array([1600,  900]), stereo=False, units=u'norm', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
11.2564 	EXP 	window1: recordFrameIntervals = False
11.4562 	EXP 	window1: recordFrameIntervals = True
11.6770 	EXP 	window1: recordFrameIntervals = False
12.1297 	EXP 	Created Orientation_Cue = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=0.1, italic=False, name='Orientation_Cue', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text=u'\u25cb', units=u'norm', win=Window(...), wrapWidth=1)
12.1476 	EXP 	Created Ready_Cue = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'black', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=0.1, italic=False, name='Ready_Cue', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text=u'\u23fa', units=u'norm', win=Window(...), wrapWidth=1)
12.1665 	EXP 	Created Zoid_Left = ShapeStim(autoDraw=False, autoLog=True, closeShape=True, contrast=1.0, depth=-3.0, fillColor=array([ 0.05,  0.05,  0.05]), fillColorSpace='rgb', interpolate=True, lineColor=array([ 1.,  1.,  1.]), lineColorSpace='rgb', lineWidth=1, name='Zoid_Left', opacity=1.0, ori=array(0.0), pos=array([-5.,  0.]), size=array([ 1.,  1.]), units='cm', vertices=ndarray(...), win=Window(...), windingRule=None)
12.1683 	EXP 	Created Zoid_Right = ShapeStim(autoDraw=False, autoLog=True, closeShape=True, contrast=1.0, depth=-4.0, fillColor=array([ 0.05,  0.05,  0.05]), fillColorSpace='rgb', interpolate=True, lineColor=array([ 1.,  1.,  1.]), lineColorSpace='rgb', lineWidth=1, name='Zoid_Right', opacity=1.0, ori=array(0.0), pos=array([ 5.,  0.]), size=array([ 1.,  1.]), units='cm', vertices=ndarray(...), win=Window(...), windingRule=None)
12.2686 	EXP 	Created Button_Instructions = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=0.07, italic=False, name='Button_Instructions', opacity=1.0, ori=0, pos=array([ 0. ,  0.5]), rgb=array([ 0.,  0.,  0.]), text=unicode(...), units=u'norm', win=Window(...), wrapWidth=1)
12.2841 	EXP 	Created x_instruction = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'tomato', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=0.1, italic=False, name='x_instruction', opacity=1.0, ori=0, pos=array([-0.7, -0.8]), rgb=array([ 255.,   99.,   71.]), text=u'SAME\nX', units=u'norm', win=Window(...), wrapWidth=1)
12.3021 	EXP 	Created m_instruction = TextStim(alignHoriz='right', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'lightseagreen', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=0.1, italic=False, name='m_instruction', opacity=1.0, ori=0, pos=array([ 0.7, -0.8]), rgb=array([  32.,  178.,  170.]), text=u'DIFFERENT\nM', units=u'norm', win=Window(...), wrapWidth=1)
12.3252 	EXP 	Created Feedback_Screen = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=0.1, italic=False, name='Feedback_Screen', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text=u'Placeholder_text', units=u'norm', win=Window(...), wrapWidth=1)
12.3272 	EXP 	window1: blendMode = 'avg'
12.3278 	EXP 	window1: blendMode = 'avg'
12.3283 	EXP 	window1: blendMode = 'avg'
12.3370 	EXP 	x_instruction: autoDraw = True
12.3370 	EXP 	m_instruction: autoDraw = True
12.3370 	EXP 	Button_Instructions: autoDraw = True
17.3411 	EXP 	Created sequence: random, trialTypes=1, nReps=121, seed=None
17.6232 	EXP 	New trial (rep=0, index=0): None
17.6241 	EXP 	window1: blendMode = 'avg'
17.6243 	EXP 	window1: blendMode = 'avg'
17.6247 	EXP 	window1: blendMode = 'avg'
17.6319 	EXP 	Button_Instructions: autoDraw = False
17.6319 	EXP 	Zoid_Left: vertices = ((0, -0.5), (1, -0.5), (1, -1.5), (-1, -1.5), (-1, 1.5), (0, 1.5))
17.6319 	EXP 	Zoid_Left: ori = 90
17.6319 	EXP 	Zoid_Right: vertices = ((0, -0.5), (1, -0.5), (1, -1.5), (-1, -1.5), (-1, 1.5), (0, 1.5))
17.6319 	EXP 	Zoid_Right: ori = 270
17.6319 	EXP 	Orientation_Cue: autoDraw = True
17.6325 	EXP 	window1: blendMode = 'avg'
17.6328 	EXP 	window1: blendMode = 'avg'
17.6330 	EXP 	window1: blendMode = 'avg'
17.6537 	EXP 	window1: blendMode = 'avg'
17.6539 	EXP 	window1: blendMode = 'avg'
17.6542 	EXP 	window1: blendMode = 'avg'
17.6755 	EXP 	window1: blendMode = 'avg'
17.6763 	EXP 	window1: blendMode = 'avg'
17.6770 	EXP 	window1: blendMode = 'avg'
17.6977 	EXP 	window1: blendMode = 'avg'
17.6983 	EXP 	window1: blendMode = 'avg'
17.6990 	EXP 	window1: blendMode = 'avg'
17.7163 	EXP 	window1: blendMode = 'avg'
17.7170 	EXP 	window1: blendMode = 'avg'
17.7176 	EXP 	window1: blendMode = 'avg'
17.7369 	EXP 	window1: blendMode = 'avg'
17.7377 	EXP 	window1: blendMode = 'avg'
17.7383 	EXP 	window1: blendMode = 'avg'
17.7570 	EXP 	window1: blendMode = 'avg'
17.7577 	EXP 	window1: blendMode = 'avg'
17.7584 	EXP 	window1: blendMode = 'avg'
17.7777 	EXP 	window1: blendMode = 'avg'
17.7784 	EXP 	window1: blendMode = 'avg'
17.7790 	EXP 	window1: blendMode = 'avg'
17.7960 	EXP 	window1: blendMode = 'avg'
17.7968 	EXP 	window1: blendMode = 'avg'
17.7975 	EXP 	window1: blendMode = 'avg'
17.8187 	EXP 	window1: blendMode = 'avg'
17.8203 	EXP 	window1: blendMode = 'avg'
17.8215 	EXP 	window1: blendMode = 'avg'
17.8370 	EXP 	window1: blendMode = 'avg'
17.8379 	EXP 	window1: blendMode = 'avg'
17.8388 	EXP 	window1: blendMode = 'avg'
17.8574 	EXP 	window1: blendMode = 'avg'
17.8585 	EXP 	window1: blendMode = 'avg'
17.8596 	EXP 	window1: blendMode = 'avg'
17.8765 	EXP 	window1: blendMode = 'avg'
17.8772 	EXP 	window1: blendMode = 'avg'
17.8778 	EXP 	window1: blendMode = 'avg'
17.8961 	EXP 	window1: blendMode = 'avg'
17.8966 	EXP 	window1: blendMode = 'avg'
17.8971 	EXP 	window1: blendMode = 'avg'
17.9150 	EXP 	window1: blendMode = 'avg'
17.9155 	EXP 	window1: blendMode = 'avg'
17.9159 	EXP 	window1: blendMode = 'avg'
17.9343 	EXP 	window1: blendMode = 'avg'
17.9347 	EXP 	window1: blendMode = 'avg'
17.9351 	EXP 	window1: blendMode = 'avg'
17.9545 	EXP 	window1: blendMode = 'avg'
17.9550 	EXP 	window1: blendMode = 'avg'
17.9556 	EXP 	window1: blendMode = 'avg'
17.9747 	EXP 	window1: blendMode = 'avg'
17.9751 	EXP 	window1: blendMode = 'avg'
17.9756 	EXP 	window1: blendMode = 'avg'
17.9966 	EXP 	window1: blendMode = 'avg'
17.9973 	EXP 	window1: blendMode = 'avg'
17.9980 	EXP 	window1: blendMode = 'avg'
18.0166 	EXP 	window1: blendMode = 'avg'
18.0173 	EXP 	window1: blendMode = 'avg'
18.0179 	EXP 	window1: blendMode = 'avg'
18.0363 	EXP 	window1: blendMode = 'avg'
18.0370 	EXP 	window1: blendMode = 'avg'
18.0377 	EXP 	window1: blendMode = 'avg'
18.0568 	EXP 	window1: blendMode = 'avg'
18.0575 	EXP 	window1: blendMode = 'avg'
18.0581 	EXP 	window1: blendMode = 'avg'
18.0762 	EXP 	window1: blendMode = 'avg'
18.0769 	EXP 	window1: blendMode = 'avg'
18.0775 	EXP 	window1: blendMode = 'avg'
18.0965 	EXP 	window1: blendMode = 'avg'
18.0973 	EXP 	window1: blendMode = 'avg'
18.0979 	EXP 	window1: blendMode = 'avg'
18.1169 	EXP 	window1: blendMode = 'avg'
18.1178 	EXP 	window1: blendMode = 'avg'
18.1184 	EXP 	window1: blendMode = 'avg'
18.1362 	EXP 	window1: blendMode = 'avg'
18.1369 	EXP 	window1: blendMode = 'avg'
18.1376 	EXP 	window1: blendMode = 'avg'
18.1556 	EXP 	window1: blendMode = 'avg'
18.1564 	EXP 	window1: blendMode = 'avg'
18.1571 	EXP 	window1: blendMode = 'avg'
18.1775 	EXP 	window1: blendMode = 'avg'
18.1782 	EXP 	window1: blendMode = 'avg'
18.1788 	EXP 	window1: blendMode = 'avg'
18.1979 	EXP 	window1: blendMode = 'avg'
18.1985 	EXP 	window1: blendMode = 'avg'
18.1992 	EXP 	window1: blendMode = 'avg'
18.2155 	EXP 	window1: blendMode = 'avg'
18.2164 	EXP 	window1: blendMode = 'avg'
18.2170 	EXP 	window1: blendMode = 'avg'
18.2363 	EXP 	window1: blendMode = 'avg'
18.2371 	EXP 	window1: blendMode = 'avg'
18.2380 	EXP 	window1: blendMode = 'avg'
18.2561 	EXP 	window1: blendMode = 'avg'
18.2568 	EXP 	window1: blendMode = 'avg'
18.2575 	EXP 	window1: blendMode = 'avg'
18.2763 	EXP 	window1: blendMode = 'avg'
18.2770 	EXP 	window1: blendMode = 'avg'
18.2777 	EXP 	window1: blendMode = 'avg'
18.2961 	EXP 	window1: blendMode = 'avg'
18.2968 	EXP 	window1: blendMode = 'avg'
18.2975 	EXP 	window1: blendMode = 'avg'
18.3165 	EXP 	window1: blendMode = 'avg'
18.3175 	EXP 	window1: blendMode = 'avg'
18.3185 	EXP 	window1: blendMode = 'avg'
18.3360 	EXP 	window1: blendMode = 'avg'
18.3368 	EXP 	window1: blendMode = 'avg'
18.3376 	EXP 	window1: blendMode = 'avg'
18.3558 	EXP 	window1: blendMode = 'avg'
18.3565 	EXP 	window1: blendMode = 'avg'
18.3571 	EXP 	window1: blendMode = 'avg'
18.3772 	EXP 	window1: blendMode = 'avg'
18.3783 	EXP 	window1: blendMode = 'avg'
18.3792 	EXP 	window1: blendMode = 'avg'
18.3974 	EXP 	window1: blendMode = 'avg'
18.3983 	EXP 	window1: blendMode = 'avg'
18.3992 	EXP 	window1: blendMode = 'avg'
18.4167 	EXP 	window1: blendMode = 'avg'
18.4173 	EXP 	window1: blendMode = 'avg'
18.4180 	EXP 	window1: blendMode = 'avg'
18.4372 	EXP 	window1: blendMode = 'avg'
18.4381 	EXP 	window1: blendMode = 'avg'
18.4390 	EXP 	window1: blendMode = 'avg'
18.4574 	EXP 	window1: blendMode = 'avg'
18.4585 	EXP 	window1: blendMode = 'avg'
18.4592 	EXP 	window1: blendMode = 'avg'
18.4768 	EXP 	window1: blendMode = 'avg'
18.4779 	EXP 	window1: blendMode = 'avg'
18.4789 	EXP 	window1: blendMode = 'avg'
18.4969 	EXP 	window1: blendMode = 'avg'
18.4976 	EXP 	window1: blendMode = 'avg'
18.4982 	EXP 	window1: blendMode = 'avg'
18.5178 	EXP 	window1: blendMode = 'avg'
18.5188 	EXP 	window1: blendMode = 'avg'
18.5195 	EXP 	window1: blendMode = 'avg'
18.5358 	EXP 	window1: blendMode = 'avg'
18.5365 	EXP 	window1: blendMode = 'avg'
18.5372 	EXP 	window1: blendMode = 'avg'
18.5566 	EXP 	window1: blendMode = 'avg'
18.5573 	EXP 	window1: blendMode = 'avg'
18.5579 	EXP 	window1: blendMode = 'avg'
18.5764 	EXP 	window1: blendMode = 'avg'
18.5770 	EXP 	window1: blendMode = 'avg'
18.5777 	EXP 	window1: blendMode = 'avg'
18.5956 	EXP 	window1: blendMode = 'avg'
18.5964 	EXP 	window1: blendMode = 'avg'
18.5970 	EXP 	window1: blendMode = 'avg'
18.6158 	EXP 	window1: blendMode = 'avg'
18.6165 	EXP 	window1: blendMode = 'avg'
18.6171 	EXP 	window1: blendMode = 'avg'
18.6370 	EXP 	window1: blendMode = 'avg'
18.6377 	EXP 	window1: blendMode = 'avg'
18.6383 	EXP 	window1: blendMode = 'avg'
18.6557 	EXP 	window1: blendMode = 'avg'
18.6564 	EXP 	window1: blendMode = 'avg'
18.6575 	EXP 	window1: blendMode = 'avg'
18.6760 	EXP 	window1: blendMode = 'avg'
18.6767 	EXP 	window1: blendMode = 'avg'
18.6774 	EXP 	window1: blendMode = 'avg'
18.6985 	EXP 	window1: blendMode = 'avg'
18.6994 	EXP 	window1: blendMode = 'avg'
18.7001 	EXP 	window1: blendMode = 'avg'
18.7163 	EXP 	window1: blendMode = 'avg'
18.7170 	EXP 	window1: blendMode = 'avg'
18.7176 	EXP 	window1: blendMode = 'avg'
