trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Block_Number,Trial_Number,Subject_Key,Correct_Key,Subject_Response,Correct_Response,Answered_Correctly,Left_Zoid,Left_Zoid_Orientation,Right_Zoid,Right_Zoid_Orientation,Response.rt,date,frameRate,expName,session,participant,
0,0,0,0,0,0,m,m,no,no,True,i,90,l,180,3.51455754484,2018_01_30_1521,49.9164904818,PL-Tetris_2,001,0,
1,0,1,0,0,1,m,z,no,yes,False,i,90,i,0,8.89981863648,2018_01_30_1521,49.9164904818,PL-Tetris_2,001,0,
