1.4749 	ERROR 	avbin.dll failed to load. Try importing psychopy.visual
  as the first library (before anything that uses scipy)
  and make sure that avbin is installed.
5.8572 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([ 0.95,  0.95,  0.95]), colorSpace='rgb', fullscr=UNKNOWN, gamma=None, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x1AEBD690>, multiSample=False, name='window1', numSamples=2, pos=[0, 0], screen=0, size=array([1600,  900]), stereo=False, units=u'norm', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
5.8573 	EXP 	window1: recordFrameIntervals = False
6.0559 	EXP 	window1: recordFrameIntervals = True
6.2758 	EXP 	window1: recordFrameIntervals = False
6.4672 	EXP 	Created Orientation_Cue = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=0.1, italic=False, name='Orientation_Cue', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text=u'\u25cb', units=u'norm', win=Window(...), wrapWidth=1)
6.4863 	EXP 	Created Ready_Cue = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'black', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=0.1, italic=False, name='Ready_Cue', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text=u'\u23fa', units=u'norm', win=Window(...), wrapWidth=1)
6.4990 	EXP 	Created Zoid_Left = ShapeStim(autoDraw=False, autoLog=True, closeShape=True, contrast=1.0, depth=-3.0, fillColor=array([ 0.05,  0.05,  0.05]), fillColorSpace='rgb', interpolate=True, lineColor=array([ 1.,  1.,  1.]), lineColorSpace='rgb', lineWidth=1, name='Zoid_Left', opacity=1.0, ori=array(0.0), pos=array([-5.,  0.]), size=array([ 1.,  1.]), units='cm', vertices=ndarray(...), win=Window(...), windingRule=None)
6.5012 	EXP 	Created Zoid_Right = ShapeStim(autoDraw=False, autoLog=True, closeShape=True, contrast=1.0, depth=-4.0, fillColor=array([ 0.05,  0.05,  0.05]), fillColorSpace='rgb', interpolate=True, lineColor=array([ 1.,  1.,  1.]), lineColorSpace='rgb', lineWidth=1, name='Zoid_Right', opacity=1.0, ori=array(0.0), pos=array([ 5.,  0.]), size=array([ 1.,  1.]), units='cm', vertices=ndarray(...), win=Window(...), windingRule=None)
6.5983 	EXP 	Created Button_Instructions = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=0.07, italic=False, name='Button_Instructions', opacity=1.0, ori=0, pos=array([ 0. ,  0.5]), rgb=array([ 255.,  255.,  255.]), text=unicode(...), units=u'norm', win=Window(...), wrapWidth=1)
6.6124 	EXP 	Created x_instruction = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'tomato', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=0.1, italic=False, name='x_instruction', opacity=1.0, ori=0, pos=array([-0.7, -0.8]), rgb=array([ 255.,   99.,   71.]), text=u'DIFFERENT\nx', units=u'norm', win=Window(...), wrapWidth=1)
6.6221 	EXP 	Created m_instruction = TextStim(alignHoriz='right', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'lightseagreen', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=0.1, italic=False, name='m_instruction', opacity=1.0, ori=0, pos=array([ 0.7, -0.8]), rgb=array([  32.,  178.,  170.]), text=u'SAME\nm', units=u'norm', win=Window(...), wrapWidth=1)
6.6399 	EXP 	Created Feedback_Screen = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=0.1, italic=False, name='Feedback_Screen', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text=u'Placeholder_text', units=u'norm', win=Window(...), wrapWidth=1)
6.6416 	EXP 	window1: blendMode = 'avg'
6.6421 	EXP 	window1: blendMode = 'avg'
6.6425 	EXP 	window1: blendMode = 'avg'
6.6515 	EXP 	x_instruction: autoDraw = True
6.6515 	EXP 	m_instruction: autoDraw = True
6.6515 	EXP 	Button_Instructions: autoDraw = True
11.6542 	EXP 	Created sequence: random, trialTypes=1, nReps=121, seed=None
11.7863 	EXP 	New trial (rep=0, index=0): None
11.7872 	EXP 	window1: blendMode = 'avg'
11.7874 	EXP 	window1: blendMode = 'avg'
11.7878 	EXP 	window1: blendMode = 'avg'
11.7949 	EXP 	Button_Instructions: autoDraw = False
11.7949 	EXP 	Zoid_Left: vertices = ((1, 1), (-1, 1), (-1, -1), (1, -1))
11.7949 	EXP 	Zoid_Left: ori = 0
11.7949 	EXP 	Zoid_Right: vertices = ((0, -0.5), (-1, -0.5), (-1, -1.5), (1, -1.5), (1, 1.5), (0, 1.5))
11.7949 	EXP 	Zoid_Right: ori = 180
11.7949 	EXP 	Orientation_Cue: autoDraw = True
11.7957 	EXP 	window1: blendMode = 'avg'
11.7959 	EXP 	window1: blendMode = 'avg'
11.7961 	EXP 	window1: blendMode = 'avg'
11.8126 	EXP 	window1: blendMode = 'avg'
11.8128 	EXP 	window1: blendMode = 'avg'
11.8129 	EXP 	window1: blendMode = 'avg'
11.8351 	EXP 	window1: blendMode = 'avg'
11.8358 	EXP 	window1: blendMode = 'avg'
11.8364 	EXP 	window1: blendMode = 'avg'
11.8549 	EXP 	window1: blendMode = 'avg'
11.8556 	EXP 	window1: blendMode = 'avg'
11.8563 	EXP 	window1: blendMode = 'avg'
11.8753 	EXP 	window1: blendMode = 'avg'
11.8760 	EXP 	window1: blendMode = 'avg'
11.8775 	EXP 	window1: blendMode = 'avg'
11.8955 	EXP 	window1: blendMode = 'avg'
11.8962 	EXP 	window1: blendMode = 'avg'
11.8969 	EXP 	window1: blendMode = 'avg'
11.9151 	EXP 	window1: blendMode = 'avg'
11.9158 	EXP 	window1: blendMode = 'avg'
11.9164 	EXP 	window1: blendMode = 'avg'
11.9353 	EXP 	window1: blendMode = 'avg'
11.9363 	EXP 	window1: blendMode = 'avg'
11.9370 	EXP 	window1: blendMode = 'avg'
11.9557 	EXP 	window1: blendMode = 'avg'
11.9564 	EXP 	window1: blendMode = 'avg'
11.9571 	EXP 	window1: blendMode = 'avg'
11.9754 	EXP 	window1: blendMode = 'avg'
11.9762 	EXP 	window1: blendMode = 'avg'
11.9770 	EXP 	window1: blendMode = 'avg'
11.9949 	EXP 	window1: blendMode = 'avg'
11.9955 	EXP 	window1: blendMode = 'avg'
11.9962 	EXP 	window1: blendMode = 'avg'
12.0157 	EXP 	window1: blendMode = 'avg'
12.0164 	EXP 	window1: blendMode = 'avg'
12.0171 	EXP 	window1: blendMode = 'avg'
12.0352 	EXP 	window1: blendMode = 'avg'
12.0359 	EXP 	window1: blendMode = 'avg'
12.0366 	EXP 	window1: blendMode = 'avg'
12.0552 	EXP 	window1: blendMode = 'avg'
12.0558 	EXP 	window1: blendMode = 'avg'
12.0565 	EXP 	window1: blendMode = 'avg'
12.0759 	EXP 	window1: blendMode = 'avg'
12.0766 	EXP 	window1: blendMode = 'avg'
12.0775 	EXP 	window1: blendMode = 'avg'
12.0958 	EXP 	window1: blendMode = 'avg'
12.0969 	EXP 	window1: blendMode = 'avg'
12.0976 	EXP 	window1: blendMode = 'avg'
12.1148 	EXP 	window1: blendMode = 'avg'
12.1155 	EXP 	window1: blendMode = 'avg'
12.1162 	EXP 	window1: blendMode = 'avg'
12.1355 	EXP 	window1: blendMode = 'avg'
12.1363 	EXP 	window1: blendMode = 'avg'
12.1369 	EXP 	window1: blendMode = 'avg'
12.1548 	EXP 	window1: blendMode = 'avg'
12.1555 	EXP 	window1: blendMode = 'avg'
12.1562 	EXP 	window1: blendMode = 'avg'
12.1756 	EXP 	window1: blendMode = 'avg'
12.1767 	EXP 	window1: blendMode = 'avg'
12.1777 	EXP 	window1: blendMode = 'avg'
12.1950 	EXP 	window1: blendMode = 'avg'
12.1957 	EXP 	window1: blendMode = 'avg'
12.1963 	EXP 	window1: blendMode = 'avg'
12.2152 	EXP 	window1: blendMode = 'avg'
12.2159 	EXP 	window1: blendMode = 'avg'
12.2166 	EXP 	window1: blendMode = 'avg'
12.2356 	EXP 	window1: blendMode = 'avg'
12.2363 	EXP 	window1: blendMode = 'avg'
12.2369 	EXP 	window1: blendMode = 'avg'
12.2551 	EXP 	window1: blendMode = 'avg'
12.2558 	EXP 	window1: blendMode = 'avg'
12.2564 	EXP 	window1: blendMode = 'avg'
12.2759 	EXP 	window1: blendMode = 'avg'
12.2766 	EXP 	window1: blendMode = 'avg'
12.2773 	EXP 	window1: blendMode = 'avg'
12.2969 	EXP 	window1: blendMode = 'avg'
12.2981 	EXP 	window1: blendMode = 'avg'
12.2992 	EXP 	window1: blendMode = 'avg'
12.3156 	EXP 	window1: blendMode = 'avg'
12.3164 	EXP 	window1: blendMode = 'avg'
12.3170 	EXP 	window1: blendMode = 'avg'
12.3347 	EXP 	window1: blendMode = 'avg'
12.3354 	EXP 	window1: blendMode = 'avg'
12.3360 	EXP 	window1: blendMode = 'avg'
12.3550 	EXP 	window1: blendMode = 'avg'
12.3557 	EXP 	window1: blendMode = 'avg'
12.3563 	EXP 	window1: blendMode = 'avg'
12.3753 	EXP 	window1: blendMode = 'avg'
12.3760 	EXP 	window1: blendMode = 'avg'
12.3767 	EXP 	window1: blendMode = 'avg'
12.3952 	EXP 	window1: blendMode = 'avg'
12.3959 	EXP 	window1: blendMode = 'avg'
12.3965 	EXP 	window1: blendMode = 'avg'
12.4169 	EXP 	window1: blendMode = 'avg'
12.4177 	EXP 	window1: blendMode = 'avg'
12.4184 	EXP 	window1: blendMode = 'avg'
12.4352 	EXP 	window1: blendMode = 'avg'
12.4359 	EXP 	window1: blendMode = 'avg'
12.4366 	EXP 	window1: blendMode = 'avg'
12.4554 	EXP 	window1: blendMode = 'avg'
12.4561 	EXP 	window1: blendMode = 'avg'
12.4567 	EXP 	window1: blendMode = 'avg'
12.4754 	EXP 	window1: blendMode = 'avg'
12.4761 	EXP 	window1: blendMode = 'avg'
12.4772 	EXP 	window1: blendMode = 'avg'
12.4964 	EXP 	window1: blendMode = 'avg'
12.4975 	EXP 	window1: blendMode = 'avg'
12.4983 	EXP 	window1: blendMode = 'avg'
12.5148 	EXP 	window1: blendMode = 'avg'
12.5155 	EXP 	window1: blendMode = 'avg'
12.5162 	EXP 	window1: blendMode = 'avg'
12.5359 	EXP 	window1: blendMode = 'avg'
12.5366 	EXP 	window1: blendMode = 'avg'
12.5372 	EXP 	window1: blendMode = 'avg'
12.5555 	EXP 	window1: blendMode = 'avg'
12.5561 	EXP 	window1: blendMode = 'avg'
12.5568 	EXP 	window1: blendMode = 'avg'
12.5748 	EXP 	window1: blendMode = 'avg'
12.5757 	EXP 	window1: blendMode = 'avg'
12.5768 	EXP 	window1: blendMode = 'avg'
12.5964 	EXP 	window1: blendMode = 'avg'
12.5971 	EXP 	window1: blendMode = 'avg'
12.5978 	EXP 	window1: blendMode = 'avg'
12.6154 	EXP 	window1: blendMode = 'avg'
12.6161 	EXP 	window1: blendMode = 'avg'
12.6167 	EXP 	window1: blendMode = 'avg'
12.6356 	EXP 	window1: blendMode = 'avg'
12.6367 	EXP 	window1: blendMode = 'avg'
12.6377 	EXP 	window1: blendMode = 'avg'
12.6561 	EXP 	window1: blendMode = 'avg'
12.6572 	EXP 	window1: blendMode = 'avg'
12.6581 	EXP 	window1: blendMode = 'avg'
12.6768 	EXP 	window1: blendMode = 'avg'
12.6779 	EXP 	window1: blendMode = 'avg'
12.6790 	EXP 	window1: blendMode = 'avg'
12.6972 	EXP 	window1: blendMode = 'avg'
12.6979 	EXP 	window1: blendMode = 'avg'
12.6987 	EXP 	window1: blendMode = 'avg'
12.7147 	EXP 	window1: blendMode = 'avg'
12.7154 	EXP 	window1: blendMode = 'avg'
12.7160 	EXP 	window1: blendMode = 'avg'
12.7347 	EXP 	window1: blendMode = 'avg'
12.7353 	EXP 	window1: blendMode = 'avg'
12.7359 	EXP 	window1: blendMode = 'avg'
12.7552 	EXP 	window1: blendMode = 'avg'
12.7557 	EXP 	window1: blendMode = 'avg'
12.7561 	EXP 	window1: blendMode = 'avg'
12.7725 	EXP 	window1: blendMode = 'avg'
12.7728 	EXP 	window1: blendMode = 'avg'
12.7730 	EXP 	window1: blendMode = 'avg'
12.7942 	EXP 	window1: blendMode = 'avg'
12.7949 	EXP 	window1: blendMode = 'avg'
12.7954 	EXP 	window1: blendMode = 'avg'
12.8144 	EXP 	window1: blendMode = 'avg'
12.8151 	EXP 	window1: blendMode = 'avg'
12.8156 	EXP 	window1: blendMode = 'avg'
12.8341 	EXP 	window1: blendMode = 'avg'
12.8347 	EXP 	window1: blendMode = 'avg'
12.8352 	EXP 	window1: blendMode = 'avg'
12.8546 	EXP 	window1: blendMode = 'avg'
12.8553 	EXP 	window1: blendMode = 'avg'
12.8559 	EXP 	window1: blendMode = 'avg'
12.8753 	EXP 	window1: blendMode = 'avg'
12.8764 	EXP 	window1: blendMode = 'avg'
12.8775 	EXP 	window1: blendMode = 'avg'
12.8956 	EXP 	window1: blendMode = 'avg'
