trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Block_Number,Trial_Number,Subject_Key,Correct_Key,Subject_Response,Correct_Response,Answered_Correctly,Left_Zoid,Left_Zoid_Orientation,Right_Zoid,Right_Zoid_Orientation,Response.rt,date,frameRate,expName,session,participant,
0,0,0,0,0,0,m,m,yes,yes,True,j,180,j,0,2.79473692412,2018_01_25_1913,49.9643685728,PL-Tetris_2,001,0,
1,0,1,0,0,1,m,m,yes,yes,True,t,270,t,90,2.09723035805,2018_01_25_1913,49.9643685728,PL-Tetris_2,001,0,
