Block_Number,Trial_Number,Subject_Key_Box,Correct_Response,Answered_Correctly,Left_Zoid,Left_Zoid_Orientation,Right_Zoid,Right_Zoid_Orientation,Response.rt.box,Crit Score,Color vision,Handedness,SID
0,0,3,same,TRUE,j,270,j,90,2.485823573,7402,,,18S004
0,1,2,diff,TRUE,s,0,l,0,0.823573687,7402,,,18S004
0,2,2,diff,TRUE,t,270,s,90,1.066448277,7402,,,18S004
0,3,2,diff,TRUE,t,180,z,0,0.801540956,7402,,,18S004
0,4,3,same,TRUE,s,0,s,0,1.15178071,7402,,,18S004
0,5,2,same,FALSE,j,180,j,90,1.617868983,7402,,,18S004
0,6,2,diff,TRUE,t,90,z,0,0.968364006,7402,,,18S004
0,7,3,same,TRUE,j,180,j,270,0.968040907,7402,,,18S004
0,8,2,diff,TRUE,i,0,z,90,0.65106723,7402,,,18S004
0,9,3,same,TRUE,i,90,i,0,0.801575236,7402,,,18S004
0,10,3,same,TRUE,t,180,t,180,0.734572293,7402,,,18S004
0,11,3,same,TRUE,l,180,l,180,0.834641836,7402,,,18S004
0,12,2,diff,TRUE,t,180,j,90,0.467736224,7402,,,18S004
0,13,2,diff,TRUE,i,0,s,0,0.71782256,7402,,,18S004
0,14,2,diff,TRUE,l,270,z,90,0.650300325,7402,,,18S004
0,15,2,diff,TRUE,t,0,j,270,0.684638171,7402,,,18S004
0,16,3,same,TRUE,j,90,j,90,0.517551828,7402,,,18S004
0,17,2,diff,TRUE,t,270,l,0,0.403153607,7402,,,18S004
0,18,3,same,TRUE,l,180,l,0,0.534495201,7402,,,18S004
0,19,3,same,TRUE,j,0,j,90,0.601613745,7402,,,18S004
0,20,2,diff,TRUE,t,180,s,0,0.634544687,7402,,,18S004
0,21,2,diff,TRUE,i,0,t,90,0.551004616,7402,,,18S004
0,22,2,diff,TRUE,s,90,t,0,0.584482201,7402,,,18S004
0,23,2,diff,TRUE,t,180,s,90,0.601371238,7402,,,18S004
0,24,3,same,TRUE,l,0,l,180,0.651441747,7402,,,18S004
0,25,2,diff,TRUE,s,0,j,270,0.467899597,7402,,,18S004
0,26,2,diff,TRUE,l,0,t,180,0.901485417,7402,,,18S004
0,27,2,same,FALSE,t,180,t,270,0.466609024,7402,,,18S004
0,28,2,diff,TRUE,z,0,t,180,0.5513,7402,,,18S004
0,29,2,diff,TRUE,j,90,i,90,0.584524138,7402,,,18S004
0,30,3,same,TRUE,t,0,t,90,0.653125072,7402,,,18S004
0,31,3,same,TRUE,j,0,j,180,1.218490821,7402,,,18S004
0,32,3,same,TRUE,l,0,l,270,1.151230785,7402,,,18S004
0,33,3,same,TRUE,t,90,t,90,0.60214106,7402,,,18S004
0,34,2,diff,TRUE,z,0,o,0,0.384379947,7402,,,18S004
0,35,3,diff,FALSE,j,180,l,270,0.651278375,7402,,,18S004
0,36,3,same,TRUE,l,90,l,270,1.469659867,7402,,,18S004
0,37,3,same,TRUE,i,0,i,90,0.784617275,7402,,,18S004
0,38,3,same,TRUE,z,90,z,0,0.984663005,7402,,,18S004
0,39,2,diff,TRUE,t,180,o,0,0.869372068,7402,,,18S004
0,40,2,diff,TRUE,z,0,j,0,0.88472365,7402,,,18S004
0,41,3,same,TRUE,t,0,t,0,0.751464248,7402,,,18S004
0,42,3,same,TRUE,l,0,l,0,0.602929845,7402,,,18S004
0,43,3,same,TRUE,t,90,t,180,0.617855125,7402,,,18S004
0,44,2,diff,TRUE,s,0,l,270,0.584720332,7402,,,18S004
0,45,2,diff,TRUE,l,0,z,0,0.618165096,7402,,,18S004
0,46,3,diff,FALSE,j,270,l,270,0.634462272,7402,,,18S004
0,47,2,diff,TRUE,t,90,i,90,0.567558155,7402,,,18S004
0,48,2,diff,TRUE,i,0,l,270,0.367937268,7402,,,18S004
0,49,3,same,TRUE,t,180,t,90,0.668061293,7402,,,18S004
0,50,2,diff,TRUE,t,0,i,0,0.417401693,7402,,,18S004
0,51,2,diff,TRUE,j,180,t,270,0.584584309,7402,,,18S004
0,52,3,diff,FALSE,j,180,l,90,0.632666264,7402,,,18S004
0,53,3,same,TRUE,l,270,l,0,1.418123013,7402,,,18S004
0,54,3,same,TRUE,l,180,l,270,1.035037651,7402,,,18S004
0,55,3,same,TRUE,i,90,i,90,0.700517797,7402,,,18S004
0,56,2,diff,TRUE,t,270,s,0,0.601163011,7402,,,18S004
0,57,3,same,TRUE,l,0,l,90,1.488998769,7402,,,18S004
0,58,2,diff,TRUE,t,180,j,270,0.817974519,7402,,,18S004
0,59,3,same,TRUE,t,0,t,270,0.551469572,7402,,,18S004
1,0,2,same,FALSE,l,180,l,90,1.368531318,7402,,,18S004
1,1,3,same,TRUE,l,90,l,180,1.568991315,7402,,,18S004
1,2,3,same,TRUE,j,270,j,180,2.152892958,7402,,,18S004
1,3,2,diff,TRUE,t,270,l,90,0.868101917,7402,,,18S004
1,4,3,same,TRUE,o,0,o,0,0.60137525,7402,,,18S004
1,5,3,same,TRUE,s,90,s,90,0.600097076,7402,,,18S004
1,6,2,same,FALSE,j,180,j,0,1.618384993,7402,,,18S004
1,7,3,same,TRUE,t,90,t,270,1.318611053,7402,,,18S004
1,8,2,diff,TRUE,t,0,l,180,0.734153285,7402,,,18S004
1,9,2,same,FALSE,t,270,t,90,0.868240492,7402,,,18S004
1,10,2,diff,TRUE,l,0,i,0,0.784531942,7402,,,18S004
1,11,2,diff,TRUE,t,90,j,180,0.734435177,7402,,,18S004
1,12,2,same,FALSE,t,270,t,0,0.834178338,7402,,,18S004
1,13,3,same,TRUE,j,90,j,270,1.985470388,7402,,,18S004
1,14,3,same,TRUE,z,90,z,90,1.285099918,7402,,,18S004
1,15,3,same,TRUE,t,0,t,180,1.301604956,7402,,,18S004
1,16,2,diff,TRUE,l,270,i,90,0.602895566,7402,,,18S004
1,17,2,diff,TRUE,l,0,s,90,0.651086922,7402,,,18S004
1,18,3,same,TRUE,t,270,t,180,0.718019848,7402,,,18S004
1,19,2,diff,TRUE,l,90,t,0,0.768217263,7402,,,18S004
1,20,2,diff,TRUE,s,90,l,0,0.701189887,7402,,,18S004
1,21,3,same,TRUE,j,0,j,270,0.634722647,7402,,,18S004
1,22,3,same,TRUE,t,90,t,0,0.834992285,7402,,,18S004
1,23,2,diff,TRUE,t,90,l,180,0.584364777,7402,,,18S004
1,24,2,diff,TRUE,t,270,j,0,0.53477454,7402,,,18S004
1,25,2,diff,TRUE,j,270,o,0,0.501936224,7402,,,18S004
1,26,2,diff,TRUE,i,0,j,270,0.568021288,7402,,,18S004
1,27,2,diff,TRUE,z,90,t,180,0.467773056,7402,,,18S004
1,28,3,same,TRUE,i,0,i,0,0.584401609,7402,,,18S004
1,29,2,diff,TRUE,l,180,o,0,0.485872074,7402,,,18S004
1,30,3,same,TRUE,j,0,j,0,0.568098234,7402,,,18S004
1,31,2,same,FALSE,l,270,l,180,2.38578685,7402,,,18S004
1,32,2,diff,TRUE,o,0,l,90,1.084793813,7402,,,18S004
1,33,3,same,TRUE,l,90,l,0,1.53520704,7402,,,18S004
1,34,3,same,TRUE,l,90,l,90,0.834835841,7402,,,18S004
1,35,3,diff,FALSE,l,270,o,0,1.652007718,7402,,,18S004
1,36,3,same,TRUE,l,270,l,270,0.684518923,7402,,,18S004
1,37,3,same,TRUE,t,180,t,0,0.80118212,7402,,,18S004
1,38,2,same,FALSE,s,90,s,0,1.318510404,7402,,,18S004
1,39,2,same,FALSE,j,90,j,0,2.302613273,7402,,,18S004
1,40,2,diff,TRUE,l,270,j,180,4.169846543,7402,,,18S004
1,41,2,diff,TRUE,t,180,j,180,1.251781694,7402,,,18S004
1,42,3,same,TRUE,s,0,s,90,2.035716304,7402,,,18S004
1,43,2,diff,TRUE,j,0,z,0,0.667751686,7402,,,18S004
1,44,3,same,TRUE,t,270,t,270,0.684716211,7402,,,18S004
1,45,2,diff,TRUE,j,0,l,0,1.151721998,7402,,,18S004
1,46,2,diff,TRUE,t,90,l,270,0.718185044,7402,,,18S004
1,47,3,same,TRUE,z,0,z,0,0.734595267,7402,,,18S004
1,48,2,diff,TRUE,l,90,t,90,1.284927064,7402,,,18S004
1,49,2,diff,TRUE,z,0,j,90,0.600928527,7402,,,18S004
1,50,3,same,TRUE,j,270,j,270,0.584415101,7402,,,18S004
1,51,2,diff,TRUE,t,180,j,0,0.56787469,7402,,,18S004
1,52,3,same,TRUE,l,270,l,90,1.418923103,7402,,,18S004
1,53,3,same,TRUE,z,0,z,90,1.518753421,7402,,,18S004
1,54,2,diff,TRUE,t,90,j,90,0.751696908,7402,,,18S004
1,55,2,diff,TRUE,i,90,l,90,0.7512232,7402,,,18S004
1,56,2,diff,TRUE,l,270,t,180,0.918726362,7402,,,18S004
1,57,3,same,TRUE,j,90,j,180,1.351823887,7402,,,18S004
1,58,2,diff,TRUE,j,0,t,0,0.7847894,7402,,,18S004
1,59,3,same,TRUE,j,180,j,180,0.753234729,7402,,,18S004
1,60,3,same,TRUE,j,270,j,0,1.134997427,7402,,,18S004
2,0,2,diff,TRUE,o,0,t,180,0.636575544,7402,,,18S004
2,1,2,diff,TRUE,l,270,j,0,1.785435963,7402,,,18S004
2,2,2,diff,TRUE,z,90,l,0,0.851720503,7402,,,18S004
2,3,2,diff,TRUE,z,0,l,180,0.666427928,7402,,,18S004
2,4,3,same,TRUE,l,90,l,90,0.650652233,7402,,,18S004
2,5,2,diff,TRUE,t,180,l,180,0.584640833,7402,,,18S004
2,6,2,diff,TRUE,o,0,t,270,0.451260725,7402,,,18S004
2,7,2,diff,TRUE,t,0,j,90,0.634215389,7402,,,18S004
2,8,2,diff,TRUE,s,0,l,180,0.634946191,7402,,,18S004
2,9,2,diff,TRUE,s,90,l,180,0.617812094,7402,,,18S004
2,10,3,same,TRUE,z,0,z,90,1.935878328,7402,,,18S004
2,11,3,same,TRUE,j,90,j,270,1.718514342,7402,,,18S004
2,12,3,same,TRUE,t,270,t,0,0.900606194,7402,,,18S004
2,13,3,same,TRUE,t,270,t,90,0.701794877,7402,,,18S004
2,14,3,same,TRUE,j,180,j,90,1.551816739,7402,,,18S004
2,15,3,same,TRUE,l,270,l,270,0.817986918,7402,,,18S004
2,16,2,diff,TRUE,t,0,l,270,0.634594283,7402,,,18S004
2,17,3,same,TRUE,t,90,t,270,0.734250653,7402,,,18S004
2,18,2,diff,TRUE,l,90,o,0,0.700280761,7402,,,18S004
2,19,3,same,TRUE,l,180,l,90,1.584687876,7402,,,18S004
2,20,3,same,TRUE,j,180,j,270,2.252627733,7402,,,18S004
2,21,2,diff,TRUE,i,90,t,90,0.668234147,7402,,,18S004
2,22,2,diff,TRUE,l,270,i,0,0.600786305,7402,,,18S004
2,23,3,same,TRUE,t,180,t,270,0.701077204,7402,,,18S004
2,24,2,same,FALSE,i,90,i,0,0.568026758,7402,,,18S004
2,25,2,diff,TRUE,j,180,t,180,0.568309014,7402,,,18S004
2,26,3,same,TRUE,l,0,l,0,0.501282732,7402,,,18S004
2,27,2,diff,TRUE,s,90,t,180,0.568020559,7402,,,18S004
2,28,3,same,TRUE,l,180,l,0,1.50185709,7402,,,18S004
2,29,3,same,TRUE,t,90,t,90,0.668121463,7402,,,18S004
2,30,3,same,TRUE,j,90,j,90,0.634870339,7402,,,18S004
2,31,3,diff,FALSE,l,90,j,0,0.684819777,7402,,,18S004
2,32,2,same,FALSE,o,0,o,0,0.718769977,7402,,,18S004
2,33,2,diff,TRUE,i,90,l,0,0.717146094,7402,,,18S004
2,34,3,same,TRUE,s,0,s,90,1.83616434,7402,,,18S004
2,35,2,diff,TRUE,j,180,s,0,0.9009158,7402,,,18S004
2,36,2,diff,TRUE,j,90,t,180,0.601797175,7402,,,18S004
2,37,2,diff,TRUE,l,90,i,90,1.102061015,7402,,,18S004
2,38,3,same,TRUE,t,0,t,90,0.584435158,7402,,,18S004
2,39,2,diff,TRUE,l,0,j,90,1.352033573,7402,,,18S004
2,40,3,same,TRUE,z,90,z,90,0.818129869,7402,,,18S004
2,41,3,same,TRUE,z,90,z,0,2.486901542,7402,,,18S004
2,42,3,same,TRUE,j,270,j,0,1.085317846,7402,,,18S004
2,43,2,diff,TRUE,i,0,t,180,0.851827716,7402,,,18S004
2,44,2,diff,TRUE,i,90,s,0,0.585881081,7402,,,18S004
2,45,2,diff,TRUE,o,0,j,90,0.634515878,7402,,,18S004
2,46,2,diff,TRUE,j,90,l,180,1.4853433,7402,,,18S004
2,47,2,diff,TRUE,j,0,t,180,0.851728161,7402,,,18S004
2,48,3,same,TRUE,j,180,j,0,1.618642087,7402,,,18S004
2,49,3,same,TRUE,t,0,t,180,0.685096928,7402,,,18S004
2,50,3,same,TRUE,t,180,t,180,0.550650884,7402,,,18S004
2,51,3,same,TRUE,j,90,j,0,2.602860557,7402,,,18S004
2,52,3,same,TRUE,j,90,j,180,1.285083143,7402,,,18S004
2,53,3,same,TRUE,j,0,j,90,1.135034988,7402,,,18S004
2,54,3,same,TRUE,l,90,l,0,0.851413084,7402,,,18S004
2,55,2,diff,TRUE,t,90,z,90,0.886575088,7402,,,18S004
2,56,2,diff,TRUE,s,90,z,90,3.286676394,7402,,,18S004
2,57,2,diff,TRUE,i,0,l,90,1.702170489,7402,,,18S004
2,58,3,same,TRUE,z,0,z,0,0.951655482,7402,,,18S004
2,59,3,same,TRUE,j,0,j,180,2.536203688,7402,,,18S004
3,0,2,diff,TRUE,j,90,s,0,0.634600847,7402,,,18S004
3,1,2,diff,TRUE,s,90,i,0,0.417830182,7402,,,18S004
3,2,3,same,TRUE,l,90,l,270,1.351879317,7402,,,18S004
3,3,2,same,FALSE,i,0,i,90,0.384389793,7402,,,18S004
3,4,3,same,TRUE,i,90,i,90,0.484811244,7402,,,18S004
3,5,3,same,TRUE,j,270,j,90,1.752140714,7402,,,18S004
3,6,2,diff,TRUE,s,0,j,180,0.617911285,7402,,,18S004
3,7,2,diff,TRUE,t,90,j,0,0.501180989,7402,,,18S004
3,8,3,same,TRUE,j,270,j,180,1.41863793,7402,,,18S004
3,9,2,diff,TRUE,z,90,t,0,0.634549063,7402,,,18S004
3,10,3,same,TRUE,l,0,l,90,1.10160554,7402,,,18S004
3,11,2,diff,TRUE,j,180,t,90,0.634443673,7402,,,18S004
3,12,3,same,TRUE,j,180,j,180,0.601332218,7402,,,18S004
3,13,3,same,TRUE,l,0,l,180,1.201276132,7402,,,18S004
3,14,3,same,TRUE,l,270,l,180,1.251724806,7402,,,18S004
3,15,3,same,TRUE,t,90,t,0,1.620054095,7402,,,18S004
3,16,3,same,TRUE,s,0,s,0,0.884802784,7402,,,18S004
3,17,3,diff,FALSE,t,270,i,90,0.451279323,7402,,,18S004
3,18,3,same,TRUE,t,270,t,180,0.634713166,7402,,,18S004
3,19,3,same,TRUE,t,90,t,180,1.135045564,7402,,,18S004
3,20,2,diff,TRUE,i,90,t,270,0.934867094,7402,,,18S004
3,21,2,diff,TRUE,o,0,l,0,0.618126441,7402,,,18S004
3,22,3,diff,FALSE,z,90,s,0,1.051710438,7402,,,18S004
3,23,3,same,TRUE,l,0,l,270,1.935632539,7402,,,18S004
3,24,2,diff,TRUE,i,90,l,180,1.467536384,7402,,,18S004
3,25,2,diff,TRUE,s,90,j,0,0.701451721,7402,,,18S004
3,26,2,diff,TRUE,i,0,s,90,0.568330894,7402,,,18S004
3,27,2,diff,TRUE,t,270,o,0,0.517015396,7402,,,18S004
3,28,3,same,TRUE,t,180,t,90,1.101665346,7402,,,18S004
3,29,2,diff,TRUE,i,90,j,0,0.71844469,7402,,,18S004
3,30,2,diff,TRUE,s,0,j,90,0.650110696,7402,,,18S004
3,31,3,same,TRUE,s,90,s,0,1.418632095,7402,,,18S004
3,32,2,diff,TRUE,j,90,z,90,0.485015096,7402,,,18S004
3,33,2,diff,TRUE,j,270,t,270,0.483633355,7402,,,18S004
3,34,2,diff,TRUE,s,0,j,0,0.55131094,7402,,,18S004
3,35,3,same,TRUE,l,90,l,180,1.485218218,7402,,,18S004
3,36,2,diff,TRUE,j,180,l,0,1.700707791,7402,,,18S004
3,37,3,same,TRUE,j,0,j,270,1.485355699,7402,,,18S004
3,38,3,same,TRUE,l,270,l,0,1.084990371,7402,,,18S004
3,39,3,same,TRUE,l,180,l,180,0.851429859,7402,,,18S004
3,40,2,diff,TRUE,l,90,s,0,0.684832906,7402,,,18S004
3,41,2,diff,TRUE,z,0,j,270,0.718074548,7402,,,18S004
3,42,2,diff,TRUE,i,90,z,90,0.534626848,7402,,,18S004
3,43,2,diff,TRUE,z,90,t,270,0.684834,7402,,,18S004
3,44,3,same,TRUE,l,270,l,90,2.352665914,7402,,,18S004
3,45,3,same,TRUE,t,270,t,270,0.884952299,7402,,,18S004
3,46,3,same,TRUE,j,270,j,270,0.751549581,7402,,,18S004
3,47,3,same,TRUE,t,0,t,270,0.951439961,7402,,,18S004
3,48,2,diff,TRUE,z,90,s,90,1.568834506,7402,,,18S004
3,49,3,same,TRUE,t,0,t,0,0.685108233,7402,,,18S004
3,50,2,diff,TRUE,o,0,s,90,0.619545014,7402,,,18S004
3,51,2,diff,TRUE,t,90,l,90,0.667981429,7402,,,18S004
3,52,2,diff,TRUE,j,270,l,90,1.218835436,7402,,,18S004
3,53,3,same,TRUE,l,180,l,270,1.102544934,7402,,,18S004
3,54,3,same,TRUE,j,0,j,0,0.951601875,7402,,,18S004
3,55,3,diff,FALSE,z,0,s,90,1.068319407,7402,,,18S004
3,56,3,same,TRUE,i,0,i,0,0.751886902,7402,,,18S004
3,57,3,same,TRUE,t,180,t,0,1.001602732,7402,,,18S004
3,58,2,diff,TRUE,i,90,s,90,0.684951059,7402,,,18S004
3,59,2,diff,TRUE,i,90,j,180,0.702285361,7402,,,18S004
3,60,3,same,TRUE,s,90,s,90,0.734912167,7402,,,18S004
4,0,3,same,TRUE,j,270,j,90,1.45198715,7402,,,18S004
4,1,3,same,TRUE,t,90,t,90,0.616758193,7402,,,18S004
4,2,3,same,TRUE,l,180,l,0,1.301751919,7402,,,18S004
4,3,3,same,TRUE,t,270,t,90,0.701760598,7402,,,18S004
4,4,3,same,TRUE,l,0,l,90,1.45077717,7402,,,18S004
4,5,3,same,TRUE,t,270,t,270,0.551339749,7402,,,18S004
4,6,3,same,TRUE,s,0,s,0,0.768224191,7402,,,18S004
4,7,3,same,TRUE,z,90,z,0,1.751411006,7402,,,18S004
4,8,2,diff,TRUE,l,270,s,90,0.834881061,7402,,,18S004
4,9,2,diff,TRUE,l,180,i,90,0.550445939,7402,,,18S004
4,10,3,same,TRUE,z,0,z,90,1.718825772,7402,,,18S004
4,11,3,same,TRUE,z,0,z,0,0.634561462,7402,,,18S004
4,12,2,diff,TRUE,j,0,t,90,0.768116249,7402,,,18S004
4,13,3,same,TRUE,l,180,l,180,0.651438466,7402,,,18S004
4,14,3,same,TRUE,l,90,l,270,1.435225748,7402,,,18S004
4,15,3,same,TRUE,j,0,j,180,1.118237484,7402,,,18S004
4,16,2,diff,TRUE,j,0,z,90,0.784849936,7402,,,18S004
4,17,3,same,TRUE,j,270,j,180,1.30191128,7402,,,18S004
4,18,2,diff,TRUE,z,0,t,0,0.651577405,7402,,,18S004
4,19,2,diff,TRUE,t,0,j,0,0.851528321,7402,,,18S004
4,20,2,diff,TRUE,z,90,o,0,0.701626034,7402,,,18S004
4,21,2,diff,TRUE,j,180,s,90,0.66789719,7402,,,18S004
4,22,2,diff,TRUE,t,90,i,0,0.584659796,7402,,,18S004
4,23,3,same,TRUE,l,0,l,180,1.718778729,7402,,,18S004
4,24,2,diff,TRUE,l,270,t,0,0.684792062,7402,,,18S004
4,25,3,same,TRUE,j,180,j,0,1.318516239,7402,,,18S004
4,26,2,diff,TRUE,j,90,z,0,0.634540676,7402,,,18S004
4,27,2,diff,TRUE,l,0,j,270,2.83674745,7402,,,18S004
4,28,2,diff,TRUE,l,180,s,90,0.751360316,7402,,,18S004
4,29,3,same,TRUE,j,180,j,90,2.252531459,7402,,,18S004
4,30,3,same,TRUE,t,180,t,0,0.934924712,7402,,,18S004
4,31,3,same,TRUE,l,180,l,270,0.952190455,7402,,,18S004
4,32,3,same,TRUE,t,270,t,0,0.701297465,7402,,,18S004
4,33,2,diff,TRUE,s,90,l,270,1.8357085,7402,,,18S004
4,34,2,diff,TRUE,l,90,s,90,0.718301739,7402,,,18S004
4,35,2,diff,TRUE,j,180,t,0,0.535848863,7402,,,18S004
4,36,2,diff,TRUE,j,270,s,90,0.433996805,7402,,,18S004
4,37,2,diff,TRUE,j,0,t,270,0.601407341,7402,,,18S004
4,38,3,same,TRUE,t,0,t,90,0.951550456,7402,,,18S004
4,39,3,same,TRUE,s,90,s,90,1.085113265,7402,,,18S004
4,40,3,same,TRUE,t,0,t,270,0.584758257,7402,,,18S004
4,41,2,diff,TRUE,z,0,j,180,0.60119182,7402,,,18S004
4,42,2,diff,TRUE,z,90,l,90,0.534669879,7402,,,18S004
4,43,2,diff,TRUE,s,0,i,0,0.451190708,7402,,,18S004
4,44,2,diff,TRUE,j,90,l,0,2.188559667,7402,,,18S004
4,45,3,same,TRUE,j,0,j,270,1.26843953,7402,,,18S004
4,46,3,same,TRUE,j,270,j,270,0.651377201,7402,,,18S004
4,47,3,same,TRUE,l,90,l,0,1.052788042,7402,,,18S004
4,48,2,diff,TRUE,z,0,s,0,0.968280861,7402,,,18S004
4,49,3,same,TRUE,i,0,i,90,1.001551313,7402,,,18S004
4,50,3,same,TRUE,t,90,t,270,0.669473666,7402,,,18S004
4,51,2,diff,TRUE,j,90,i,0,1.318674506,7402,,,18S004
4,52,2,diff,TRUE,i,0,j,180,1.302026152,7402,,,18S004
4,53,3,same,TRUE,l,270,l,270,0.650644575,7402,,,18S004
4,54,2,diff,TRUE,t,0,z,0,0.751432157,7402,,,18S004
4,55,2,diff,TRUE,l,90,j,90,2.586069981,7402,,,18S004
4,56,2,diff,TRUE,j,90,o,0,0.801311213,7402,,,18S004
4,57,2,diff,TRUE,o,0,j,0,0.584580662,7402,,,18S004
4,58,2,diff,TRUE,l,180,j,0,1.904210243,7402,,,18S004
4,59,3,same,TRUE,s,0,s,90,1.80217038,7402,,,18S004
5,0,3,same,TRUE,j,90,j,270,1.269952553,7402,,,18S004
5,1,2,diff,TRUE,l,90,t,270,0.751525148,7402,,,18S004
5,2,2,diff,TRUE,z,0,t,90,0.584646303,7402,,,18S004
5,3,2,diff,TRUE,j,180,i,0,0.417717863,7402,,,18S004
5,4,2,diff,TRUE,i,90,j,270,0.401321862,7402,,,18S004
5,5,3,diff,FALSE,l,90,j,180,1.468672336,7402,,,18S004
5,6,3,same,TRUE,i,0,i,0,1.05150768,7402,,,18S004
5,7,3,same,TRUE,i,90,i,90,0.61811076,7402,,,18S004
5,8,2,diff,TRUE,j,0,l,180,1.885454817,7402,,,18S004
5,9,3,same,TRUE,j,0,j,90,1.552428294,7402,,,18S004
5,10,2,diff,TRUE,t,0,s,0,1.285239223,7402,,,18S004
5,11,3,same,TRUE,l,180,l,90,1.368512355,7402,,,18S004
5,12,2,diff,TRUE,j,180,z,90,0.734732384,7402,,,18S004
5,13,2,diff,TRUE,s,90,l,90,0.617964527,7402,,,18S004
5,14,2,diff,TRUE,j,270,s,0,0.468298183,7402,,,18S004
5,15,2,same,FALSE,l,270,l,180,2.802493479,7402,,,18S004
5,16,3,same,TRUE,l,0,l,0,0.634717542,7402,,,18S004
5,17,3,same,TRUE,j,180,j,180,0.567926838,7402,,,18S004
5,18,3,same,TRUE,j,90,j,180,0.968194434,7402,,,18S004
5,19,2,diff,TRUE,t,90,s,90,0.784811645,7402,,,18S004
5,20,2,diff,TRUE,j,0,i,0,0.617880288,7402,,,18S004
5,21,2,diff,TRUE,t,180,l,90,0.968082845,7402,,,18S004
5,22,2,same,FALSE,t,180,t,180,0.534034986,7402,,,18S004
5,23,3,same,TRUE,t,0,t,0,0.517949685,7402,,,18S004
5,24,2,diff,TRUE,j,0,i,90,0.551039989,7402,,,18S004
5,25,2,diff,TRUE,l,90,z,0,0.634756197,7402,,,18S004
5,26,3,same,TRUE,t,180,t,90,0.769058925,7402,,,18S004
5,27,2,diff,TRUE,z,90,t,90,0.685208517,7402,,,18S004
5,28,3,same,TRUE,j,270,j,0,0.868246692,7402,,,18S004
5,29,2,diff,TRUE,t,270,j,90,1.085087738,7402,,,18S004
5,30,3,same,TRUE,j,90,j,0,1.518235952,7402,,,18S004
5,31,2,diff,TRUE,z,0,l,270,0.701419266,7402,,,18S004
5,32,3,same,TRUE,t,90,t,0,0.81856237,7402,,,18S004
5,33,3,same,TRUE,o,0,o,0,0.751364692,7402,,,18S004
5,34,3,same,TRUE,l,270,l,90,1.552122699,7402,,,18S004
5,35,3,diff,FALSE,j,270,l,180,1.53534598,7402,,,18S004
5,36,3,same,TRUE,i,90,i,0,0.734755358,7402,,,18S004
5,37,2,diff,TRUE,j,90,l,270,1.33513943,7402,,,18S004
5,38,2,diff,TRUE,s,90,i,90,0.667949703,7402,,,18S004
5,39,3,same,TRUE,t,180,t,270,0.801479692,7402,,,18S004
5,40,2,diff,TRUE,i,90,t,180,0.518090083,7402,,,18S004
5,41,3,same,TRUE,z,90,z,90,0.651230603,7402,,,18S004
5,42,2,diff,TRUE,z,90,j,180,0.634560733,7402,,,18S004
5,43,2,diff,TRUE,z,0,t,270,0.667911048,7402,,,18S004
5,44,2,diff,TRUE,s,0,i,90,0.667990546,7402,,,18S004
5,45,3,same,TRUE,t,90,t,180,0.85171175,7402,,,18S004
5,46,3,same,TRUE,l,0,l,270,1.185130295,7402,,,18S004
5,47,3,same,TRUE,j,0,j,0,0.651410386,7402,,,18S004
5,48,3,same,TRUE,t,0,t,180,0.668093019,7402,,,18S004
5,49,2,diff,TRUE,l,180,j,90,1.468664314,7402,,,18S004
5,50,2,diff,TRUE,z,90,j,90,0.634646066,7402,,,18S004
5,51,3,same,TRUE,t,270,t,180,0.6347252,7402,,,18S004
5,52,3,same,TRUE,j,180,j,270,1.435305611,7402,,,18S004
5,53,3,same,TRUE,l,90,l,90,0.784014473,7402,,,18S004
5,54,2,diff,TRUE,o,0,j,270,0.868991351,7402,,,18S004
5,55,3,same,TRUE,l,90,l,180,1.051505492,7402,,,18S004
5,56,3,same,TRUE,j,90,j,90,0.817988376,7402,,,18S004
5,57,3,same,TRUE,l,270,l,0,1.268393946,7402,,,18S004
5,58,3,same,TRUE,s,90,s,0,1.052072557,7402,,,18S004
5,59,2,diff,TRUE,t,0,o,0,0.634700402,7402,,,18S004
5,60,2,diff,TRUE,j,180,l,180,0.784891144,7402,,,18S004
6,0,3,same,TRUE,j,270,j,180,2.836574231,7402,,,18S004
6,1,3,same,TRUE,l,0,l,270,1.269002948,7402,,,18S004
6,2,3,same,TRUE,z,0,z,90,2.435983536,7402,,,18S004
6,3,2,diff,TRUE,j,270,t,180,0.818206085,7402,,,18S004
6,4,2,diff,TRUE,j,180,o,0,0.684741008,7402,,,18S004
6,5,2,diff,TRUE,s,0,t,90,0.718154047,7402,,,18S004
6,6,2,same,FALSE,t,90,t,0,0.51834973,7402,,,18S004
6,7,2,diff,TRUE,t,90,l,0,0.834933209,7402,,,18S004
6,8,3,same,TRUE,j,0,j,90,0.968409955,7402,,,18S004
6,9,2,diff,TRUE,z,0,l,0,0.668437269,7402,,,18S004
6,10,2,diff,TRUE,j,270,z,90,0.751194755,7402,,,18S004
6,11,2,diff,TRUE,t,270,l,180,0.6345972,7402,,,18S004
6,12,3,same,TRUE,l,90,l,90,0.701710274,7402,,,18S004
6,13,3,same,TRUE,t,180,t,0,0.766714815,7402,,,18S004
6,14,3,same,TRUE,z,90,z,0,1.935363047,7402,,,18S004
6,15,3,same,TRUE,t,270,t,180,0.701415619,7402,,,18S004
6,16,3,same,TRUE,j,90,j,90,0.601294657,7402,,,18S004
