Block_Number,Trial_Number,Subject_Key_Box,Correct_Response,Answered_Correctly,Left_Zoid,Left_Zoid_Orientation,Right_Zoid,Right_Zoid_Orientation,Response.rt.box,date,frameRate,SID,RIN
1,52,3,same,TRUE,s,0,s,0,0.751476284,2018_Apr_03_1538,59.95677375,18S051,661637493
1,53,2,diff,TRUE,o,0,l,180,0.633345477,2018_Apr_03_1538,59.95677375,18S051,661637493
1,54,3,same,TRUE,j,0,j,180,1.703230521,2018_Apr_03_1538,59.95677375,18S051,661637493
1,55,3,same,TRUE,t,180,t,90,0.75160866,2018_Apr_03_1538,59.95677375,18S051,661637493
1,56,3,same,TRUE,l,90,l,0,1.302109373,2018_Apr_03_1538,59.95677375,18S051,661637493
1,57,2,diff,TRUE,l,270,j,90,4.836213332,2018_Apr_03_1538,59.95677375,18S051,661637493
1,58,2,diff,TRUE,i,90,l,270,0.717920975,2018_Apr_03_1538,59.95677375,18S051,661637493
1,59,2,diff,TRUE,j,0,t,0,0.750507715,2018_Apr_03_1538,59.95677375,18S051,661637493
1,60,2,diff,TRUE,l,90,t,90,0.601089859,2018_Apr_03_1538,59.95677375,18S051,661637493
2,0,2,diff,TRUE,j,180,z,90,0.851858132,2018_Apr_03_1538,59.95677375,18S051,661637493
2,1,3,same,TRUE,i,90,i,0,0.653377648,2018_Apr_03_1538,59.95677375,18S051,661637493
2,2,3,same,TRUE,l,90,l,180,1.435052434,2018_Apr_03_1538,59.95677375,18S051,661637493
2,3,2,diff,TRUE,l,0,i,0,0.58488784,2018_Apr_03_1538,59.95677375,18S051,661637493
2,4,3,same,TRUE,l,0,l,0,0.636505361,2018_Apr_03_1538,59.95677375,18S051,661637493
2,5,2,diff,TRUE,i,0,t,90,0.568081558,2018_Apr_03_1538,59.95677375,18S051,661637493
2,6,2,diff,TRUE,i,90,j,90,0.684290543,2018_Apr_03_1538,59.95677375,18S051,661637493
2,7,3,same,TRUE,l,90,l,270,2.286296823,2018_Apr_03_1538,59.95677375,18S051,661637493
2,8,3,same,TRUE,s,0,s,90,1.735796475,2018_Apr_03_1538,59.95677375,18S051,661637493
2,9,3,same,TRUE,j,270,j,0,1.501833025,2018_Apr_03_1538,59.95677375,18S051,661637493
2,10,2,diff,TRUE,j,270,t,270,0.818116476,2018_Apr_03_1538,59.95677375,18S051,661637493
2,11,3,same,TRUE,j,180,j,270,2.085669514,2018_Apr_03_1538,59.95677375,18S051,661637493
2,12,3,same,TRUE,t,180,t,270,0.836653491,2018_Apr_03_1538,59.95677375,18S051,661637493
2,13,3,same,TRUE,j,180,j,180,0.61778528,2018_Apr_03_1538,59.95677375,18S051,661637493
2,14,3,same,TRUE,t,180,t,0,0.735127302,2018_Apr_03_1538,59.95677375,18S051,661637493
2,15,2,diff,TRUE,j,270,l,90,2.986731039,2018_Apr_03_1538,59.95677375,18S051,661637493
2,16,2,diff,TRUE,i,90,l,180,0.751234142,2018_Apr_03_1538,59.95677375,18S051,661637493
2,17,2,diff,TRUE,t,270,j,180,0.718031106,2018_Apr_03_1538,59.95677375,18S051,661637493
2,18,2,diff,TRUE,t,0,z,0,0.834666028,2018_Apr_03_1538,59.95677375,18S051,661637493
2,19,2,diff,TRUE,j,0,l,90,1.601842178,2018_Apr_03_1538,59.95677375,18S051,661637493
2,20,2,diff,TRUE,j,90,l,180,2.903287118,2018_Apr_03_1538,59.95677375,18S051,661637493
2,21,2,diff,TRUE,j,0,z,90,0.901537421,2018_Apr_03_1538,59.95677375,18S051,661637493
2,22,3,same,TRUE,t,90,t,180,0.750638997,2018_Apr_03_1538,59.95677375,18S051,661637493
2,23,3,same,TRUE,i,0,i,90,0.849860823,2018_Apr_03_1538,59.95677375,18S051,661637493
2,24,2,diff,TRUE,s,90,j,0,0.668058985,2018_Apr_03_1538,59.95677375,18S051,661637493
2,25,2,diff,TRUE,z,90,l,270,1.002266073,2018_Apr_03_1538,59.95677375,18S051,661637493
2,26,3,same,TRUE,t,90,t,270,0.649892112,2018_Apr_03_1538,59.95677375,18S051,661637493
2,27,2,diff,TRUE,j,270,t,0,0.768154201,2018_Apr_03_1538,59.95677375,18S051,661637493
2,28,3,same,TRUE,t,270,t,180,0.685192377,2018_Apr_03_1538,59.95677375,18S051,661637493
2,29,3,same,TRUE,t,270,t,90,0.569875745,2018_Apr_03_1538,59.95677375,18S051,661637493
2,30,2,diff,TRUE,j,90,s,0,0.667813925,2018_Apr_03_1538,59.95677375,18S051,661637493
2,31,3,same,TRUE,s,90,s,0,0.65191823,2018_Apr_03_1538,59.95677375,18S051,661637493
2,32,2,diff,TRUE,t,270,l,0,1.736885751,2018_Apr_03_1538,59.95677375,18S051,661637493
2,33,3,same,TRUE,s,90,s,90,0.768147272,2018_Apr_03_1538,59.95677375,18S051,661637493
2,34,3,same,TRUE,l,180,l,90,1.285431821,2018_Apr_03_1538,59.95677375,18S051,661637493
2,35,3,same,TRUE,z,90,z,90,0.633533283,2018_Apr_03_1538,59.95677375,18S051,661637493
2,36,3,same,TRUE,l,0,l,180,4.337420214,2018_Apr_03_1538,59.95677375,18S051,661637493
2,37,3,same,TRUE,j,0,j,0,0.549470879,2018_Apr_03_1538,59.95677375,18S051,661637493
2,38,2,diff,TRUE,i,90,t,90,0.667938279,2018_Apr_03_1538,59.95677375,18S051,661637493
2,39,2,diff,TRUE,l,90,j,90,2.168235669,2018_Apr_03_1538,59.95677375,18S051,661637493
2,40,3,same,TRUE,t,270,t,0,1.018116548,2018_Apr_03_1538,59.95677375,18S051,661637493
2,41,2,diff,TRUE,t,180,o,0,0.751305982,2018_Apr_03_1538,59.95677375,18S051,661637493
2,42,2,diff,TRUE,i,90,j,180,0.617155127,2018_Apr_03_1538,59.95677375,18S051,661637493
2,43,2,diff,TRUE,j,180,t,180,0.55003685,2018_Apr_03_1538,59.95677375,18S051,661637493
2,44,2,diff,TRUE,l,180,o,0,0.467803277,2018_Apr_03_1538,59.95677375,18S051,661637493
2,45,3,same,TRUE,j,180,j,0,1.819044931,2018_Apr_03_1538,59.95677375,18S051,661637493
2,46,3,same,TRUE,z,0,z,0,0.717593499,2018_Apr_03_1538,59.95677375,18S051,661637493
2,47,3,same,TRUE,j,0,j,180,1.652071028,2018_Apr_03_1538,59.95677375,18S051,661637493
2,48,2,diff,TRUE,t,90,z,0,0.618013565,2018_Apr_03_1538,59.95677375,18S051,661637493
2,49,2,diff,TRUE,j,0,s,0,0.751688159,2018_Apr_03_1538,59.95677375,18S051,661637493
2,50,3,same,TRUE,l,0,l,270,1.652019609,2018_Apr_03_1538,59.95677375,18S051,661637493
2,51,2,diff,TRUE,t,90,l,90,0.701400596,2018_Apr_03_1538,59.95677375,18S051,661637493
2,52,2,diff,TRUE,z,0,s,90,1.785630385,2018_Apr_03_1538,59.95677375,18S051,661637493
2,53,3,same,TRUE,t,0,t,90,0.801828029,2018_Apr_03_1538,59.95677375,18S051,661637493
2,54,2,diff,TRUE,j,0,t,90,0.920128773,2018_Apr_03_1538,59.95677375,18S051,661637493
2,55,2,diff,TRUE,s,90,i,0,0.584552706,2018_Apr_03_1538,59.95677375,18S051,661637493
2,56,3,same,TRUE,i,0,i,0,0.768439739,2018_Apr_03_1538,59.95677375,18S051,661637493
2,57,2,diff,TRUE,l,270,j,180,3.804131663,2018_Apr_03_1538,59.95677375,18S051,661637493
2,58,2,diff,TRUE,l,0,t,270,0.734676931,2018_Apr_03_1538,59.95677375,18S051,661637493
2,59,3,same,TRUE,o,0,o,0,0.717839288,2018_Apr_03_1538,59.95677375,18S051,661637493
3,0,3,same,TRUE,t,90,t,0,0.901447712,2018_Apr_03_1538,59.95677375,18S051,661637493
3,1,3,same,TRUE,l,270,l,180,1.285485793,2018_Apr_03_1538,59.95677375,18S051,661637493
3,2,3,same,TRUE,t,90,t,90,0.618077018,2018_Apr_03_1538,59.95677375,18S051,661637493
3,3,2,diff,TRUE,i,0,j,0,0.618017576,2018_Apr_03_1538,59.95677375,18S051,661637493
3,4,2,diff,TRUE,l,90,t,180,0.801585157,2018_Apr_03_1538,59.95677375,18S051,661637493
3,5,3,same,TRUE,l,180,l,270,1.351817107,2018_Apr_03_1538,59.95677375,18S051,661637493
3,6,3,same,TRUE,j,0,j,90,1.218414923,2018_Apr_03_1538,59.95677375,18S051,661637493
3,7,3,same,TRUE,l,270,l,0,1.152195563,2018_Apr_03_1538,59.95677375,18S051,661637493
3,8,2,diff,TRUE,l,0,z,0,0.753017389,2018_Apr_03_1538,59.95677375,18S051,661637493
3,9,3,same,TRUE,t,0,t,270,0.784959024,2018_Apr_03_1538,59.95677375,18S051,661637493
3,10,2,diff,TRUE,j,180,s,90,0.651759233,2018_Apr_03_1538,59.95677375,18S051,661637493
3,11,2,same,FALSE,j,270,j,90,3.320396953,2018_Apr_03_1538,59.95677375,18S051,661637493
3,12,2,diff,TRUE,t,90,l,270,0.968177978,2018_Apr_03_1538,59.95677375,18S051,661637493
3,13,2,diff,TRUE,t,90,j,0,0.651219518,2018_Apr_03_1538,59.95677375,18S051,661637493
3,14,3,same,TRUE,t,180,t,90,0.818075997,2018_Apr_03_1538,59.95677375,18S051,661637493
3,15,3,same,TRUE,t,270,t,270,0.65137341,2018_Apr_03_1538,59.95677375,18S051,661637493
3,16,2,diff,TRUE,j,270,l,180,2.204407501,2018_Apr_03_1538,59.95677375,18S051,661637493
3,17,2,diff,TRUE,t,0,l,90,1.50226115,2018_Apr_03_1538,59.95677375,18S051,661637493
3,18,2,diff,TRUE,j,90,z,90,0.818118299,2018_Apr_03_1538,59.95677375,18S051,661637493
3,19,3,same,TRUE,l,180,l,180,0.816470345,2018_Apr_03_1538,59.95677375,18S051,661637493
3,20,3,same,TRUE,l,90,l,90,0.584763486,2018_Apr_03_1538,59.95677375,18S051,661637493
3,21,2,diff,TRUE,i,90,z,90,1.052051482,2018_Apr_03_1538,59.95677375,18S051,661637493
3,22,3,same,TRUE,l,270,l,270,0.652748953,2018_Apr_03_1538,59.95677375,18S051,661637493
3,23,3,same,TRUE,j,180,j,90,1.518456241,2018_Apr_03_1538,59.95677375,18S051,661637493
3,24,3,same,TRUE,j,90,j,0,1.152067199,2018_Apr_03_1538,59.95677375,18S051,661637493
3,25,3,same,TRUE,i,90,i,90,0.750264114,2018_Apr_03_1538,59.95677375,18S051,661637493
3,26,3,same,TRUE,z,0,z,90,2.019299545,2018_Apr_03_1538,59.95677375,18S051,661637493
3,27,3,same,TRUE,t,0,t,0,0.651465307,2018_Apr_03_1538,59.95677375,18S051,661637493
3,28,2,diff,TRUE,t,180,z,0,0.951858533,2018_Apr_03_1538,59.95677375,18S051,661637493
3,29,2,diff,TRUE,l,270,t,0,0.685067295,2018_Apr_03_1538,59.95677375,18S051,661637493
3,30,2,diff,TRUE,l,180,j,270,1.470832244,2018_Apr_03_1538,59.95677375,18S051,661637493
3,31,2,diff,TRUE,i,0,j,180,0.651255986,2018_Apr_03_1538,59.95677375,18S051,661637493
3,32,2,diff,TRUE,i,90,l,90,0.518363614,2018_Apr_03_1538,59.95677375,18S051,661637493
3,33,2,same,FALSE,l,270,l,90,1.501998221,2018_Apr_03_1538,59.95677375,18S051,661637493
3,34,3,same,TRUE,l,0,l,90,1.985420772,2018_Apr_03_1538,59.95677375,18S051,661637493
3,35,3,same,TRUE,j,270,j,180,1.719197692,2018_Apr_03_1538,59.95677375,18S051,661637493
3,36,3,same,TRUE,l,90,l,0,1.551009795,2018_Apr_03_1538,59.95677375,18S051,661637493
3,37,2,diff,TRUE,t,270,j,0,0.751816159,2018_Apr_03_1538,59.95677375,18S051,661637493
3,38,2,diff,TRUE,t,90,i,90,1.752208181,2018_Apr_03_1538,59.95677375,18S051,661637493
3,39,2,diff,TRUE,i,90,z,0,0.668211783,2018_Apr_03_1538,59.95677375,18S051,661637493
3,40,3,same,TRUE,z,90,z,0,1.268745881,2018_Apr_03_1538,59.95677375,18S051,661637493
3,41,3,same,TRUE,j,0,j,270,1.054126831,2018_Apr_03_1538,59.95677375,18S051,661637493
3,42,3,same,TRUE,j,90,j,180,1.135070923,2018_Apr_03_1538,59.95677375,18S051,661637493
3,43,2,diff,TRUE,l,270,o,0,0.701709109,2018_Apr_03_1538,59.95677375,18S051,661637493
3,44,2,diff,TRUE,j,0,i,90,0.720804802,2018_Apr_03_1538,59.95677375,18S051,661637493
3,45,3,same,TRUE,t,0,t,180,1.00156335,2018_Apr_03_1538,59.95677375,18S051,661637493
3,46,2,diff,TRUE,z,0,o,0,0.534944893,2018_Apr_03_1538,59.95677375,18S051,661637493
3,47,2,diff,TRUE,z,0,l,270,0.517882611,2018_Apr_03_1538,59.95677375,18S051,661637493
3,48,3,same,TRUE,j,90,j,90,0.600795933,2018_Apr_03_1538,59.95677375,18S051,661637493
3,49,3,same,TRUE,j,90,j,270,1.552069897,2018_Apr_03_1538,59.95677375,18S051,661637493
3,50,2,diff,TRUE,l,270,i,90,0.651483176,2018_Apr_03_1538,59.95677375,18S051,661637493
3,51,2,diff,TRUE,s,90,j,90,0.701359753,2018_Apr_03_1538,59.95677375,18S051,661637493
3,52,2,diff,TRUE,t,270,i,90,0.551980917,2018_Apr_03_1538,59.95677375,18S051,661637493
3,53,3,same,TRUE,j,270,j,270,0.652021797,2018_Apr_03_1538,59.95677375,18S051,661637493
3,54,3,same,TRUE,l,180,l,0,1.60199534,2018_Apr_03_1538,59.95677375,18S051,661637493
3,55,3,same,TRUE,t,180,t,180,0.668437515,2018_Apr_03_1538,59.95677375,18S051,661637493
3,56,3,same,TRUE,s,0,s,0,0.601325802,2018_Apr_03_1538,59.95677375,18S051,661637493
3,57,2,diff,TRUE,j,180,t,90,0.684773734,2018_Apr_03_1538,59.95677375,18S051,661637493
3,58,2,diff,TRUE,z,0,t,0,0.801837145,2018_Apr_03_1538,59.95677375,18S051,661637493
3,59,2,diff,TRUE,t,180,i,90,0.601329084,2018_Apr_03_1538,59.95677375,18S051,661637493
3,60,2,diff,TRUE,l,180,s,90,0.517429324,2018_Apr_03_1538,59.95677375,18S051,661637493
4,0,2,diff,TRUE,l,270,t,90,0.700107834,2018_Apr_03_1538,59.95677375,18S051,661637493
4,1,2,diff,TRUE,j,270,s,90,0.534450762,2018_Apr_03_1538,59.95677375,18S051,661637493
4,2,2,diff,TRUE,s,0,i,90,0.534983548,2018_Apr_03_1538,59.95677375,18S051,661637493
4,3,2,diff,TRUE,o,0,i,90,0.603175055,2018_Apr_03_1538,59.95677375,18S051,661637493
4,4,2,diff,TRUE,z,90,i,0,0.434405141,2018_Apr_03_1538,59.95677375,18S051,661637493
4,5,3,same,TRUE,z,0,z,90,1.668890073,2018_Apr_03_1538,59.95677375,18S051,661637493
4,6,3,same,TRUE,j,0,j,270,1.152040578,2018_Apr_03_1538,59.95677375,18S051,661637493
4,7,2,same,FALSE,l,180,l,0,1.268927124,2018_Apr_03_1538,59.95677375,18S051,661637493
4,8,2,diff,TRUE,j,90,l,90,1.819020498,2018_Apr_03_1538,59.95677375,18S051,661637493
4,9,3,same,TRUE,t,180,t,180,0.601598212,2018_Apr_03_1538,59.95677375,18S051,661637493
4,10,2,diff,TRUE,z,90,j,270,0.851825312,2018_Apr_03_1538,59.95677375,18S051,661637493
4,11,3,same,TRUE,t,0,t,270,0.684787591,2018_Apr_03_1538,59.95677375,18S051,661637493
4,12,3,same,TRUE,j,90,j,180,0.701154807,2018_Apr_03_1538,59.95677375,18S051,661637493
