trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Block_Number,Trial_Number,Subject_Key,Correct_Key,Subject_Response,Correct_Response,Answered_Correctly,Left_Zoid,Left_Zoid_Orientation,Right_Zoid,Right_Zoid_Orientation,Response.rt,date,frameRate,expName,session,participant,
11,0,11,0,4,11,m,m,no,no,True,j,90,i,90,0.720430998248,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
12,0,12,0,4,12,x,x,yes,yes,True,j,270,j,270,0.780285756104,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
13,0,13,0,4,13,x,x,yes,yes,True,l,180,l,180,1.76036434795,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
14,0,14,0,4,14,x,x,yes,yes,True,z,0,z,0,0.540400128812,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
15,0,15,0,4,15,m,m,no,no,True,z,0,j,0,0.680345903966,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
16,0,16,0,4,16,m,m,no,no,True,t,180,j,180,0.820465782192,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
17,0,17,0,4,17,m,m,no,no,True,l,0,i,0,1.7610512299,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
18,0,18,0,4,18,m,m,no,no,True,j,90,t,180,0.92037411232,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
19,0,19,0,4,19,x,x,yes,yes,True,j,180,j,90,0.83904348209,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
20,0,20,0,4,20,m,m,no,no,True,i,0,o,0,1.70105022553,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
21,0,21,0,4,21,m,m,no,no,True,t,0,i,90,0.660099381581,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
22,0,22,0,4,22,m,m,no,no,True,l,0,t,0,0.720608033473,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
23,0,23,0,4,23,m,m,no,no,True,j,180,l,180,1.02042465727,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
24,0,24,0,4,24,m,m,no,no,True,t,180,s,90,0.860299435095,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
25,0,25,0,4,25,x,x,yes,yes,True,t,270,t,270,2.36051843828,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
26,0,26,0,4,26,m,m,no,no,True,l,0,j,180,2.84053710196,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
27,0,27,0,4,27,m,x,no,yes,False,z,90,z,0,2.00026353681,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
28,0,28,0,4,28,x,x,yes,yes,True,l,0,l,90,1.24132793269,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
29,0,29,0,4,29,m,m,no,no,True,i,90,s,90,0.719393344712,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
30,0,30,0,4,30,x,x,yes,yes,True,i,90,i,90,0.680119753582,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
31,0,31,0,4,31,x,x,yes,yes,True,t,270,t,180,0.760168619687,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
32,0,32,0,4,32,m,m,no,no,True,o,0,j,270,0.680379991536,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
33,0,33,0,4,33,m,m,no,no,True,i,90,j,90,0.798879583483,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
34,0,34,0,4,34,m,x,no,yes,False,t,90,t,180,0.439840836916,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
35,0,35,0,4,35,m,m,no,no,True,j,270,t,180,0.579440238886,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
36,0,36,0,4,36,m,m,no,no,True,l,0,j,270,1.18182431289,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
37,0,37,0,4,37,m,m,no,no,True,j,180,z,90,0.640340713901,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
38,0,38,0,4,38,m,m,no,no,True,j,90,i,0,0.959876053268,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
39,0,39,0,4,39,m,x,no,yes,False,j,90,j,180,1.08155531471,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
40,0,40,0,4,40,m,x,no,yes,False,j,90,j,0,1.16029602627,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
41,0,41,0,4,41,x,x,yes,yes,True,l,0,l,0,0.600218233536,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
42,0,42,0,4,42,m,m,no,no,True,z,90,j,180,0.94036516163,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
43,0,43,0,4,43,x,x,yes,yes,True,t,0,t,90,1.0403508303,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
44,0,44,0,4,44,m,m,no,no,True,l,270,i,90,0.740486190771,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
45,0,45,0,4,45,x,x,yes,yes,True,z,0,z,90,1.10006520618,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
46,0,46,0,4,46,x,x,yes,yes,True,s,90,s,90,0.560283417581,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
47,0,47,0,4,47,m,m,no,no,True,i,90,l,180,0.780070235021,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
48,0,48,0,4,48,x,x,yes,yes,True,t,90,t,270,1.39985214081,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
49,0,49,0,4,49,x,x,yes,yes,True,t,180,t,270,2.64028170228,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
50,0,50,0,4,50,x,x,yes,yes,True,s,0,s,0,0.660257723648,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
51,0,51,0,4,51,x,x,yes,yes,True,l,270,l,270,0.760196842602,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
52,0,52,0,4,52,m,m,no,no,True,t,90,j,180,0.700587294996,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
53,0,53,0,4,53,x,x,yes,yes,True,l,0,l,180,1.04035522859,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
54,0,54,0,4,54,x,x,yes,yes,True,l,180,l,270,0.940549160936,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
55,0,55,0,4,55,x,x,yes,yes,True,t,180,t,90,0.799028029083,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
56,0,56,0,4,56,x,x,yes,yes,True,l,180,l,0,1.02044041816,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
57,0,57,0,4,57,x,x,yes,yes,True,t,270,t,0,1.18026838242,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
58,0,58,0,4,58,m,m,no,no,True,l,90,s,90,1.1401136471,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
59,0,59,0,4,59,x,x,yes,yes,True,l,270,l,0,0.960352912196,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
60,0,60,0,4,60,m,m,no,no,True,j,180,o,0,0.520153606427,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
61,0,61,0,4,61,x,x,yes,yes,True,j,0,j,180,0.841112924623,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
62,0,62,0,4,62,m,m,no,no,True,i,0,l,90,0.960339716985,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
63,0,63,0,4,63,x,x,yes,yes,True,j,180,j,270,1.81992551323,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
64,0,64,0,4,64,m,m,no,no,True,l,270,t,180,3.14068617078,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
65,0,65,0,4,65,m,m,no,no,True,i,0,s,0,1.06833851908,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
66,0,66,0,4,66,m,m,no,no,True,j,180,i,90,3.46016689693,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
67,0,67,0,4,67,x,x,yes,yes,True,j,90,j,90,0.760517925024,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
68,0,68,0,4,68,x,x,yes,yes,True,t,180,t,180,0.9401129873,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
69,0,69,0,4,69,m,m,no,no,True,s,90,j,180,0.600372910267,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
70,0,70,0,4,70,m,m,no,no,True,o,0,s,0,0.500332261669,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
71,0,71,0,4,71,m,m,no,no,True,j,270,i,90,0.460557254031,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
72,0,72,0,4,72,m,m,no,no,True,l,0,j,90,1.34161195857,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
73,0,73,0,4,73,x,x,yes,yes,True,t,90,t,90,0.600405164994,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
74,0,74,0,4,74,m,m,no,no,True,s,0,j,90,0.460011120536,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
75,0,75,0,4,75,x,x,yes,yes,True,t,0,t,0,0.581106129102,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
76,0,76,0,4,76,m,m,no,no,True,i,90,j,180,0.620515703922,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
77,0,77,0,4,77,x,x,yes,yes,True,j,180,j,0,0.738882977515,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
78,0,78,0,4,78,m,m,no,no,True,t,0,l,270,1.58071027405,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
79,0,79,0,4,79,x,x,yes,yes,True,s,90,s,0,1.8203609538,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
80,0,80,0,4,80,m,m,no,no,True,z,0,t,90,0.700254849973,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
81,0,81,0,4,81,m,m,no,no,True,l,180,j,90,1.38035004598,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
82,0,82,0,4,82,x,x,yes,yes,True,j,90,j,270,0.780157469795,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
83,0,83,0,4,83,m,m,no,no,True,t,90,s,90,1.58042511169,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
84,0,84,0,4,84,m,m,no,no,True,o,0,z,90,1.92084913852,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
85,0,85,0,4,85,m,m,no,no,True,l,0,s,0,1.68016300432,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
86,0,86,0,4,86,x,x,yes,yes,True,j,270,j,0,1.54031216109,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
87,0,87,0,4,87,m,m,no,no,True,l,90,s,0,1.42038455862,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
88,0,88,0,4,88,m,m,no,no,True,l,0,z,90,1.00050398218,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
89,0,89,0,4,89,m,m,no,no,True,z,90,t,180,0.865013043047,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
90,0,90,0,4,90,m,x,no,yes,False,l,90,l,0,0.721412205719,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
91,0,91,0,4,91,x,x,yes,yes,True,j,0,j,90,0.821730319294,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
92,0,92,0,4,92,x,x,yes,yes,True,l,0,l,270,0.999837626121,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
93,0,93,0,4,93,x,x,yes,yes,True,j,0,j,270,0.680276262923,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
94,0,94,0,4,94,x,x,yes,yes,True,l,90,l,180,1.33387079218,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
95,0,95,0,4,95,m,m,no,no,True,z,90,j,0,0.640347678098,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
96,0,96,0,4,96,x,x,yes,yes,True,t,0,t,270,0.719940211158,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
97,0,97,0,4,97,m,m,no,no,True,o,0,l,180,0.780439333292,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
98,0,98,0,4,98,x,x,yes,yes,True,l,90,l,90,0.660470312461,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
99,0,99,0,4,99,m,m,no,no,True,t,270,i,90,0.620432501077,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
100,0,100,0,4,100,x,x,yes,yes,True,t,90,t,0,1.38042261929,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
101,0,101,0,4,101,x,x,yes,yes,True,t,180,t,0,1.62016749801,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
102,0,102,0,4,102,x,x,yes,yes,True,j,270,j,180,0.900270171114,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
103,0,103,0,4,103,x,x,yes,yes,True,o,0,o,0,0.620527799474,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
104,0,104,0,4,104,m,m,no,no,True,l,270,j,0,1.06006368133,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
105,0,105,0,4,105,x,x,yes,yes,True,i,90,i,0,0.580558529589,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
106,0,106,0,4,106,m,m,no,no,True,t,180,j,0,0.640201065107,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
107,0,107,0,4,107,x,x,yes,yes,True,i,0,i,0,0.820340061444,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
108,0,108,0,4,108,m,m,no,no,True,i,0,j,0,1.50050269929,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
109,0,109,0,4,109,x,x,yes,yes,True,j,270,j,90,1.2588848396,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
110,0,110,0,4,110,m,m,no,no,True,t,180,l,270,0.63897574693,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
111,0,111,0,4,111,x,x,yes,yes,True,l,270,l,90,0.940020987648,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
112,0,112,0,4,112,x,x,yes,yes,True,l,270,l,180,0.881583244423,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
113,0,113,0,4,113,m,m,no,no,True,l,180,z,90,0.720102951629,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
114,0,114,0,4,114,x,x,yes,yes,True,j,180,j,180,0.620598906884,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
115,0,115,0,4,115,m,m,no,no,True,t,90,j,90,0.600015907548,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
116,0,116,0,4,116,x,x,yes,yes,True,l,90,l,270,0.800021698815,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
117,0,117,0,4,117,x,x,yes,yes,True,t,0,t,180,0.640168810147,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
118,0,118,0,4,118,x,x,yes,yes,True,j,0,j,0,0.620409775991,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
119,0,119,0,4,119,x,x,yes,yes,True,l,180,l,90,0.919049463933,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
120,0,120,0,4,120,m,m,no,no,True,j,0,t,0,0.500283512869,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
